P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
AL20252642,Barrera,Camacho,Armando,armando.barrera@universidad.edu.mx,armando.barrera340@gmail.com,5672576282,31/05/2025,Licenciatura en Derecho,LDE-04,3,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",El propio estudiante,Sí,35,No,"Trabajo propio, Ahorro",Sí,"Beca municipal, $1,000",195,No,Sí a ambos,Sin estudios,Primaria,No,Sí,Sí,Sí,Sí
AL20240259,Romero,Figueroa,Perla,perla.romero@universidad.edu.mx,perla988@gmail.com,5517070263,01/03/2025,Licenciatura en Diseño Gráfico,LDG-08,1,No,NA,Sí,Laboral,Beca de transporte,NA,13300,Con padres o tutores,2,"$15,001-$25,000",Madre,No,NA,NA,Trabajo propio,No,NA,1538,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20252416,Castillo,Navarro,Rosa Elena,rosa.castillo@universidad.edu.mx,rosacastillo@gmail.com,3356206976,04/06/2025,Licenciatura en Derecho,LDE-04,1,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",Tutor,Sí,18,No,Trabajo propio,No,NA,1065,Sí,Solo internet,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20244362,Rojas,Ibarra,Juan Diego,juan.rojas@universidad.edu.mx,juanrojas@gmail.com,5525080073,06/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,5,No,NA,No,NA,Beca de transporte,NA,07200,Con padres o tutores,4,"Más de $25,000",Madre,No,NA,NA,Trabajo propio,No,NA,1324,No,Sí a ambos,Preparatoria,Secundaria,No,No,Sí,Sí,Sí
AL20247634,Aguilar,Muñoz,Ricardo,ricardo.aguilar@universidad.edu.mx,ricardo.aguilar@yahoo.com,8136208176,18/05/2025,Licenciatura en Derecho,LDE-04,4,Sí,4,Sí,Económica,Beca de transporte,NA,56280,Solo/a,7,"Menos de $5,000",Tutor,Sí,4,No,"Apoyo familiar, Trabajo propio",No,NA,1848,No,Ninguno,Secundaria,Posgrado,No,Sí,Sí,Sí,Sí
AL20241060,Lara,Figueroa,Jessica,jessica.lara@universidad.edu.mx,jessica835@gmail.com,3372638719,16/06/2025,Licenciatura en Administración de Empresas,LAE-02,4,No,NA,No,NA,Beca de colegiatura,8.8,NA,Con padres o tutores,5,"$10,001-$15,000",Madre,Sí,21,No,"Apoyo familiar, Trabajo propio",No,NA,1365,No,Sí a ambos,Secundaria,Primaria,Sí,No,No,Sí,Sí
AL20248122,López,Rivera,Juan Diego,juan.lopez@universidad.edu.mx,juan.lopez682@gmail.com,5597074283,30/03/2025,Licenciatura en Administración de Empresas,LAE-02,5,Sí,1,No,NA,Beca de transporte,NA,55280,Con padres o tutores,5,"$10,001-$15,000",El propio estudiante,Sí,33,No,"Apoyo familiar, Trabajo propio",Sí,"Apoyo de fundación privada, $2,000",1362,No,Ninguno,Preparatoria,Preparatoria,No,Sí,No,Sí,No
AL20242175,Mejía,Silva,Beatriz,al20242175@universidad.edu.mx,beatriz_mejia@gmail.com,5647861036,05/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,No,NA,Sí,Otra,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",Padre,No,NA,NA,Trabajo propio,No,NA,683,Sí,Solo internet,Sin estudios,Secundaria,No,No,Sí,Sí,Sí
AL20255748,Ortiz,Espinoza,Itzel,itzel.ortiz@universidad.edu.mx,itzel.ortiz@gmail.com,2237548428,14/06/2025,Licenciatura en Administración de Empresas,LAE-02,2,No,NA,No,NA,Beca de transporte,NA,13250,Con padres o tutores,3,"$10,001-$15,000",Padre,Sí,7,No,"Apoyo familiar, Trabajo propio",No,NA,1263,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20214300,García,Moreno,Gustavo,al20214300@universidad.edu.mx,gustavo.garcia@gmail.com,3384544668,26/05/2025,Licenciatura en Administración de Empresas,LAE-02,9,Sí,1,Sí,Otra,Beca de transporte,NA,13080,Con padres o tutores,4,"Menos de $5,000",Otro familiar,Sí,17,Sí,Trabajo propio,No,NA,1026,Sí,Solo internet,Primaria,Sin estudios,Sí,No,Sí,Sí,Sí
AL20231633,Gómez,Fuentes,Roberto,roberto.gomez@universidad.edu.mx,roberto.gomez@gmail.com,5564403303,10/05/2025,Licenciatura en Mercadotecnia,LMK-07,7,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Padre,Sí,30,No,"Apoyo familiar, Beca de otra institución",Sí,"Beca estatal DIF, $1,200",155,No,Solo computadora,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20236958,Cortés,Núñez,Guadalupe,al20236958@universidad.edu.mx,guadalupe.cortes@gmail.com,5598379742,06/03/2025,Licenciatura en Psicología,LPS-05,7,Sí,3,Sí,Laboral,Beca de transporte,NA,64630,Con padres o tutores,7,"$5,001-$10,000",Madre,Sí,4,Sí,"Trabajo propio, Ahorro",No,NA,1361,No,Ninguno,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20231970,León,Ortiz,Ricardo,ricardo.leon@universidad.edu.mx,leon.ri@gmail.com,4449089630,19/01/2025,Licenciatura en Diseño Gráfico,LDG-08,7,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$10,001-$15,000",Madre,No,NA,NA,"Trabajo propio, Ahorro",No,NA,918,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,No
AL20220475,Coronado,Sánchez,Brandon,brandon.coronado@universidad.edu.mx,brandoncoronado@gmail.com,9949265174,22/04/2025,Licenciatura en Contaduría Pública,LCP-03,7,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$10,001-$15,000",Madre,No,NA,NA,Trabajo propio,No,NA,1154,Sí,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20207632,Estrada,Reyes,Cecilia,cecilia.estrada@universidad.edu.mx,ceciliaestrada@gmail.com,8167604564,22/04/2025,Licenciatura en Contaduría Pública,LCP-03,12,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,1,"Más de $25,000",Padre,Sí,4,Sí,Trabajo propio,Sí,"Beca CONAFE, $1,600",416,No,Sí a ambos,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20227437,Moreno,Navarro,Carolina,al20227437@universidad.edu.mx,caro171@gmail.com,3342438377,15/06/2025,Licenciatura en Administración de Empresas,LAE-02,7,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Tutor,Sí,13,No,"Apoyo familiar, Ahorro",Sí,"Apoyo de gobierno estatal, $2,000",792,No,Sí a ambos,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,Sí
AL20253688,Ramos,Domínguez,Ana Karen,al20253688@universidad.edu.mx,anaramos@gmail.com,5574110983,26/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,3,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"Menos de $5,000",Padre,Sí,28,No,"Trabajo propio, Apoyo gubernamental",No,NA,627,Sí,Ninguno,Preparatoria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20248454,Rojas,Bautista,Javier,javier.rojas@universidad.edu.mx,javier.rojas541@yahoo.com,3318109362,05/05/2025,Licenciatura en Contaduría Pública,LCP-03,3,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,6,"$5,001-$10,000",Padre,Sí,15,No,"Apoyo familiar, Ahorro",Sí,"Beca deportiva institucional, $2,500",130,No,Solo internet,Secundaria,Primaria,Sí,No,Sí,No,Sí
AL20225720,Solís,Camacho,Adriana,adriana.solis@universidad.edu.mx,adriana_solis@hotmail.com,5556088996,17/01/2025,Ingeniería en Sistemas Computacionales,ISC-01,6,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"Menos de $5,000",Madre,Sí,27,Sí,"Apoyo familiar, Apoyo gubernamental",No,NA,576,Sí,Sí a ambos,Sin estudios,Licenciatura,No,No,Sí,Sí,Sí
AL20247079,Rangel,Muñoz,Dulce María,dulce.rangel@universidad.edu.mx,dulce.rangel@gmail.com,8176245836,13/04/2025,Licenciatura en Administración de Empresas,LAE-02,2,No,NA,Sí,Económica,Beca de colegiatura,7.3,NA,Con padres o tutores,8+,"Menos de $5,000",Padre,No,NA,NA,"Apoyo familiar, Beca de otra institución",Sí,"Beca de empresa donde trabajo, $2,500",143,No,Ninguno,Posgrado,Primaria,No,Sí,Sí,Sí,Sí
AL20238926,Cruz,Pacheco,Mario,mario.cruz@universidad.edu.mx,mario509@gmail.com,4477552446,18/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,No,NA,Sí,Económica,Beca de colegiatura,8.5,NA,Con otros familiares,6,"$10,001-$15,000",Tutor,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,1430,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20256903,Rangel,Aguilar,Ariadna,ariadna.rangel@universidad.edu.mx,ariadna.rangel@gmail.com,5530469949,14/03/2025,Licenciatura en Mercadotecnia,LMK-07,3,No,NA,Sí,Académica,Beca de colegiatura,7.2,NA,Con otros familiares,4,"$5,001-$10,000",Padre,Sí,15,No,"Apoyo familiar, Trabajo propio",No,NA,443,Sí,Solo internet,Sin estudios,Secundaria,No,Sí,Sí,Sí,Sí
AL20228606,Reyes,Campos,María Fernanda,maria.reyes@universidad.edu.mx,maria.reyes@gmail.com,5594863756,10/04/2025,Licenciatura en Administración de Empresas,LAE-02,6,No,NA,No,NA,Beca de transporte,NA,44570,Con padres o tutores,3,"$10,001-$15,000",Otro familiar,Sí,28,No,"Apoyo familiar, Trabajo propio",No,NA,1290,No,Solo internet,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
AL20222076,Mejía,Ruiz,Héctor,hector.mejia@universidad.edu.mx,hector810@gmail.com,5521672302,12/05/2025,Licenciatura en Derecho,LDE-04,7,Sí,2,Sí,Personal/Familiar,Beca de transporte,NA,65080,Con padres o tutores,3,"$5,001-$10,000",Madre,Sí,18,Sí,"Apoyo familiar, Trabajo propio",Sí,"Apoyo de fundación privada, $3,500",854,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20234460,Cisneros,Rangel,Andrés,al20234460@universidad.edu.mx,andres.cisneros755@gmail.com,6138700964,22/01/2025,Licenciatura en Derecho,LDE-04,5,No,NA,Sí,Económica,Beca de transporte,NA,55120,Solo/a,6,"Menos de $5,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,833,Sí,Sí a ambos,Licenciatura,Primaria,No,Sí,Sí,Sí,No
AL20224277,Cruz,Trejo,Armando,al20224277@universidad.edu.mx,arma506@outlook.com,5665111151,09/04/2025,Licenciatura en Derecho,LDE-04,10,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,2,"Más de $25,000",Otro familiar,Sí,15,Sí,"Apoyo familiar, Beca de otra institución",No,NA,178,No,Sí a ambos,Preparatoria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20237270,León,Jiménez,Luz,luz.leon@universidad.edu.mx,luz103@gmail.com,6112674894,01/02/2025,Licenciatura en Mercadotecnia,LMK-07,7,Sí,2,Sí,Económica,Beca de transporte,NA,56290,Con padres o tutores,5,"Menos de $5,000",Madre,Sí,29,Sí,"Apoyo familiar, Crédito educativo",Sí,"Apoyo de gobierno estatal, $2,000",1609,No,Solo internet,Primaria,Primaria,Sí,No,Sí,Sí,Sí
AL20238586,Domínguez,Barrera,Carlos Alberto,al20238586@universidad.edu.mx,carlos175@outlook.com,2227877229,31/03/2025,Licenciatura en Mercadotecnia,LMK-07,6,Sí,1,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Solo/a,3,"$15,001-$25,000",Tutor,Sí,25,No,Trabajo propio,No,NA,0,No,Sí a ambos,Preparatoria,Sin estudios,No,Sí,Sí,Sí,Sí
AL20251947,Zavala,Domínguez,Beatriz,al20251947@universidad.edu.mx,beatrizzavala@gmail.com,5580294137,15/02/2025,Licenciatura en Mercadotecnia,LMK-07,3,No,NA,No,NA,Beca de colegiatura,8.3,NA,Con otros familiares,2,"Más de $25,000",Padre,Sí,29,No,Apoyo familiar,No,NA,546,No,Sí a ambos,Posgrado,Secundaria,No,Sí,No,Sí,Sí
AL20253620,Alvarado,Delgado,Karla Ivonne,karla.alvarado@universidad.edu.mx,karalv@gmail.com,5598564005,26/04/2025,Licenciatura en Psicología,LPS-05,3,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,3,"Menos de $5,000",Otro familiar,Sí,14,Sí,"Apoyo familiar, Crédito educativo",Sí,"Beca municipal, $1,500",1050,Sí,Solo computadora,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20242889,Reyes,Martínez,Rosa,al20242889@universidad.edu.mx,rosa.reyes508@hotmail.com,5538668003,01/06/2025,Licenciatura en Derecho,LDE-04,3,No,NA,No,NA,Beca de transporte,NA,56190,Solo/a,7,"$10,001-$15,000",Padre,Sí,23,No,"Apoyo familiar, Trabajo propio",No,NA,987,No,Solo internet,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20258398,Figueroa,Cisneros,Miguel Ángel,al20258398@universidad.edu.mx,miguel65@gmail.com,5619801210,05/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,No,NA,Sí,Personal/Familiar,Beca de colegiatura,9.2,NA,Con pareja,3,"$5,001-$10,000",Tutor,No,NA,NA,Apoyo familiar,Sí,"Beca académica de preparatoria, $800",802,No,Ninguno,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20259622,Ruiz,Salazar,Elena,elena.ruiz@universidad.edu.mx,elena.ruiz625@gmail.com,5535899284,16/06/2025,Licenciatura en Contaduría Pública,LCP-03,3,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,39,No,"Apoyo familiar, Beca de otra institución",No,NA,627,Sí,Solo computadora,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20230153,Morales,Lara,Claudia,claudia.morales@universidad.edu.mx,claudiamorales@gmail.com,5544862791,11/03/2025,Licenciatura en Mercadotecnia,LMK-07,4,No,NA,Sí,Económica,Beca de colegiatura,8.0,NA,Con padres o tutores,4,"$10,001-$15,000",El propio estudiante,Sí,38,No,"Trabajo propio, Apoyo gubernamental",Sí,"Beca SEP, $2,200",27,No,Sí a ambos,Secundaria,Preparatoria,No,No,Sí,Sí,No
AL20259533,Ramos,Bautista,Itzel,al20259533@universidad.edu.mx,itzel.ramos@gmail.com,5526582134,28/05/2025,Licenciatura en Derecho,LDE-04,3,Sí,1,Sí,Económica,Beca de colegiatura,8.1,NA,Con padres o tutores,4,"$10,001-$15,000",El propio estudiante,Sí,41,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,610,Sí,Solo internet,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
AL20224785,Cardenas,Flores,Gustavo,gustavo.cardenas@universidad.edu.mx,gustavo.cardenas804@gmail.com,4465709142,06/06/2025,Ingeniería Industrial,IIN-06,7,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",Beca o apoyo gubernamental,Sí,9,Sí,Trabajo propio,No,NA,35,No,Sí a ambos,Primaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20229484,Gutiérrez,Salazar,Diana Paola,diana.gutierrez@universidad.edu.mx,diana.gutierrez565@hotmail.com,2264070029,21/01/2025,Licenciatura en Psicología,LPS-05,6,Sí,3,Sí,Económica,Beca de colegiatura,9.6,NA,Con padres o tutores,5,"$5,001-$10,000",El propio estudiante,Sí,31,No,"Apoyo familiar, Trabajo propio",No,NA,100,Sí,Solo internet,Primaria,Secundaria,Sí,Sí,Sí,Sí,No
AL20255637,Herrera,Flores,Ismael,ismael.herrera@universidad.edu.mx,ismael.herrera161@gmail.com,5551347149,08/02/2025,Licenciatura en Psicología,LPS-05,3,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con padres o tutores,7,"$10,001-$15,000",Padre,Sí,15,No,Trabajo propio,No,NA,197,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,Sí,Sí,No
AL20256746,Álvarez,Trejo,Manuel,al20256746@universidad.edu.mx,manuel_alvarez@gmail.com,3368306989,11/01/2025,Licenciatura en Derecho,LDE-04,3,No,NA,Sí,Académica,Beca de transporte,NA,16040,Con otros familiares,2,"$10,001-$15,000",Madre,Sí,7,Sí,"Apoyo familiar, Beca de otra institución",Sí,"Beca sindical, $1,800",1531,No,Sí a ambos,Primaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20244902,Balderas,Ríos,Mateo,mateo.balderas@universidad.edu.mx,mateo.balderas@gmail.com,3375140185,26/04/2025,Licenciatura en Administración de Empresas,LAE-02,4,No,NA,Sí,Económica,Beca de colegiatura,8.2,NA,Con otros familiares,5,"$5,001-$10,000",Padre,No,NA,NA,"Apoyo familiar, Crédito educativo",No,NA,194,Sí,Sí a ambos,Primaria,Primaria,No,No,Sí,Sí,Sí
AL20240047,Cabrera,Valencia,Regina,al20240047@universidad.edu.mx,regina.cabrera236@gmail.com,3316177300,09/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,No,NA,Sí,Económica,Beca de transporte,NA,53290,Con padres o tutores,3,"Menos de $5,000",Padre,Sí,20,No,Apoyo familiar,No,NA,800,Sí,Ninguno,Preparatoria,Secundaria,Sí,Sí,No,Sí,Sí
AL20258897,Fuentes,Mata,Juan Diego,juan.fuentes@universidad.edu.mx,juan703@gmail.com,5577145563,09/01/2025,Licenciatura en Derecho,LDE-04,1,Sí,3,Sí,Económica,Beca de transporte,NA,53320,Con padres o tutores,4,"Menos de $5,000",El propio estudiante,Sí,32,No,Apoyo familiar,No,NA,1431,Sí,Ninguno,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20227668,Balderas,Cruz,Araceli,araceli.balderas@universidad.edu.mx,aracelibalderas@gmail.com,5522226008,12/02/2025,Licenciatura en Derecho,LDE-04,10,Sí,4,No,NA,Beca de transporte,NA,07000,Con padres o tutores,7,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo familiar,No,NA,1254,Sí,Ninguno,Sin estudios,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20255947,Castillo,Ramírez,Ángel,al20255947@universidad.edu.mx,angel.castillo875@gmail.com,3328509567,23/04/2025,Licenciatura en Psicología,LPS-05,2,No,NA,No,NA,Beca de transporte,NA,09050,Con padres o tutores,4,"Más de $25,000",Otro familiar,Sí,27,No,Apoyo familiar,No,NA,1598,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20249341,Guerrero,Trejo,Javier,javier.guerrero@universidad.edu.mx,javier.guerrero397@gmail.com,2298737342,01/02/2025,Ingeniería Industrial,IIN-06,5,Sí,1,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,No,NA,NA,Trabajo propio,Sí,"Beca municipal, $1,500",780,No,Sí a ambos,Preparatoria,Primaria,No,No,No,No,No
AL20226233,Acosta,Trejo,Oscar,oscar.acosta@universidad.edu.mx,oscar.acosta@hotmail.com,9983265024,13/05/2025,Licenciatura en Derecho,LDE-04,7,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$15,001-$25,000",Tutor,Sí,17,No,"Apoyo familiar, Trabajo propio",No,NA,217,No,Solo internet,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20248780,Romero,Mejía,Catalina,al20248780@universidad.edu.mx,catalina.romero@gmail.com,5524481241,25/03/2025,Licenciatura en Administración de Empresas,LAE-02,3,No,NA,No,NA,Beca de transporte,NA,65040,Con padres o tutores,4,"$15,001-$25,000",Madre,Sí,18,No,Apoyo familiar,No,NA,1532,No,Sí a ambos,Primaria,Primaria,Sí,No,No,Sí,Sí
AL20239244,Barrera,Cruz,María José,maria.barrera@universidad.edu.mx,maria185@yahoo.com,5572712420,07/06/2025,Licenciatura en Psicología,LPS-05,5,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$15,001-$25,000",Padre,Sí,23,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,2052,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20232261,Salazar,Aguilar,Beatriz,al20232261@universidad.edu.mx,beatrizsalazar@hotmail.com,8129954354,07/02/2025,Licenciatura en Derecho,LDE-04,7,No,NA,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Solo/a,6,"Menos de $5,000",Padre,Sí,15,No,Trabajo propio,No,NA,566,Sí,Ninguno,Preparatoria,Sin estudios,No,Sí,Sí,No,No
AL20238235,Villarreal,Rangel,Karla Patricia,karla.villarreal@universidad.edu.mx,karla.villarreal5@yahoo.com,5588511587,12/06/2025,Licenciatura en Enfermería,LEN-10,8,No,NA,No,NA,Beca de colegiatura,8.7,NA,Con padres o tutores,8+,"$5,001-$10,000",Padre,Sí,27,Sí,"Apoyo familiar, Trabajo propio",Sí,"Jóvenes Escribiendo el Futuro, $2,575",590,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20252924,Castillo,Coronado,Gabriel,gabriel.castillo@universidad.edu.mx,castillo.ga@outlook.com,3384136097,18/01/2025,Ingeniería en Mecatrónica,IMC-09,2,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,1,"$15,001-$25,000",Padre,Sí,33,No,Apoyo gubernamental,No,NA,770,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20258840,Rodríguez,Cervantes,Adriana,adriana.rodriguez@universidad.edu.mx,adriana.rodriguez@gmail.com,4496081229,28/06/2025,Licenciatura en Psicología,LPS-05,1,Sí,1,Sí,Personal/Familiar,Beca de colegiatura,8.5,NA,Con otros familiares,4,"Menos de $5,000",Otro familiar,Sí,15,No,"Apoyo familiar, Trabajo propio",No,NA,1204,No,Solo computadora,Secundaria,Preparatoria,No,No,Sí,Sí,Sí
AL20238470,Vázquez,Cortés,Verónica,veronica.vazquez@universidad.edu.mx,veronicavazquez@hotmail.com,5526640867,27/02/2025,Licenciatura en Enfermería,LEN-10,8,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$10,001-$15,000",El propio estudiante,Sí,32,No,Trabajo propio,No,NA,832,No,Sí a ambos,Preparatoria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20230904,Cisneros,Gómez,Silvia,silvia.cisneros@universidad.edu.mx,silvia.cisneros@gmail.com,3346237517,01/01/2025,Ingeniería en Mecatrónica,IMC-09,4,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$5,001-$10,000",El propio estudiante,Sí,37,No,"Apoyo familiar, Trabajo propio",No,NA,165,No,Sí a ambos,Preparatoria,Sin estudios,No,No,Sí,Sí,Sí
AL20205875,Soto,Pérez,Karla Ivonne,karla.soto@universidad.edu.mx,soto.ka@gmail.com,8167409637,30/03/2025,Licenciatura en Administración de Empresas,LAE-02,12,No,NA,No,NA,Beca de colegiatura,8.6,NA,Con padres o tutores,5,"$5,001-$10,000",Madre,Sí,26,Sí,"Trabajo propio, Ahorro",No,NA,956,No,Sí a ambos,Posgrado,Secundaria,No,Sí,Sí,Sí,Sí
AL20254065,Palacios,Guerrero,Sofía,sofia.palacios@universidad.edu.mx,sofia860@hotmail.com,5619216886,15/05/2025,Licenciatura en Administración de Empresas,LAE-02,2,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Menos de $5,000",Padre,Sí,29,Sí,Crédito educativo,No,NA,1170,No,Solo computadora,Licenciatura,Sin estudios,No,Sí,Sí,Sí,Sí
AL20231437,Peña,Silva,César,cesar.pena@universidad.edu.mx,cesar.pena@gmail.com,5630881162,21/06/2025,Licenciatura en Psicología,LPS-05,8,No,NA,Sí,Personal/Familiar,Beca de colegiatura,8.6,NA,Con padres o tutores,4,"$15,001-$25,000",Otro familiar,Sí,9,Sí,Trabajo propio,No,NA,1566,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20259508,Zavala,Cervantes,Citlali,citlali.zavala@universidad.edu.mx,citlali_zavala@hotmail.com,5555549893,24/02/2025,Licenciatura en Administración de Empresas,LAE-02,3,Sí,1,No,NA,Beca de colegiatura,8.1,NA,En residencia estudiantil,6,"$5,001-$10,000",Tutor,Sí,18,No,Apoyo familiar,No,NA,34,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
AL20245649,Reyes,Ruiz,Felipe,al20245649@universidad.edu.mx,felipe125@gmail.com,8110859229,12/04/2025,Licenciatura en Diseño Gráfico,LDG-08,4,No,NA,Sí,Laboral,Beca de colegiatura,7.1,NA,Con pareja,2,"$5,001-$10,000",Madre,Sí,31,No,"Apoyo familiar, Trabajo propio",No,NA,302,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,No
AL20241698,Fuentes,Bautista,Diana,diana.fuentes@universidad.edu.mx,diana_fuentes@gmail.com,5580329738,11/05/2025,Licenciatura en Contaduría Pública,LCP-03,4,Sí,3,Sí,Económica,Beca de transporte,NA,64740,Con padres o tutores,3,"Menos de $5,000",Madre,No,NA,NA,Trabajo propio,No,NA,1699,Sí,Sí a ambos,Secundaria,Preparatoria,No,Sí,Sí,Sí,No
