SID,NOMBRE,FECHA_NAC,GENERO,CURP,FECHA_ACT
303,Claudia María Martínez Valencia,1990-08-26,F,MAVC900826MDFRLL77,2024-08-29
304,Alejandro Rodríguez Navarro,1989-11-07,M,RONA891107HDFDVL52,11/06/2024
305,Montserrat Herrera Jiménez,1992-11-16,F,HEJM921116MGTRMN72,2024-10-17
306,Regina Velázquez Romero,1994-10-12,F,VERR941012MVZLMG76,2024-12-16
307,Raquel Morales López,2004-02-10,F,MOLR040210MDFRPQ90,2024-09-29
308,Omar Castillo Rangel ,2000-01-16,M,CARO000116HMCSNM85,2024-08-20
309,Lucía Orozco Sánchez,2004-01-19,F,OOSL040119MDFRNC78,2024-08-09
310,Susana Daniela Bautista Morales,1994-05-24,F,BAMS940524MDFTRS65,2024-09-24
311,Gabriela Rangel Vargas,2006-06-07,F,RAVG060607MDFNRB86,2024-10-12
312,Manuel Romero Ríos,1992-03-19,M,RORM920319HMCMSN79,2024-11-10
313,Manuel Gómez Gutiérrez,1993-11-10,M,GEGM931110HDFMTN11,2024-12-15
314,Alicia Gómez Pérez,2005-06-08,F,GEPA050608MDFMRL77,2024-08-29
315,Erika Domínguez Pérez,1998-05-24,F,DOPE980524MDFMRR76,2024-10-31
316,Rafael Torres Jiménez,1992-06-16,M,TOJR920616HMCRMF56,2025-02-01
317,Arturo Kevin Cervantes Díaz,14 Mar 1987,M,CEDA870314HDFRZR84,2025-02-08
318,Carlos Rojas Cortés,1988-08-24,M,ROCC880824HMCJRR65,2025-01-22
,Carlos Rojas Cortés,1988-08-24,M,ROCC880824HMCJRR65,2025-01-22
319,Martín López Fuentes,1990-07-19,M,LEFM900719HDFPNR87,2024-11-08
320,Citlali Flores Cortés,1988-09-20,F,FOCC880920MDFLRT72,2025-02-17
321,Carlos Martínez Camacho,2000-05-02,M,MACC000502HDFRMR85,2024-12-17
322,Perla Figueroa Espinoza,2000-07-03,F,,2025-01-25
323,Pablo Trejo Orozco,1998-11-23,M,TEOP981123HMCRRB10,2024-12-16
324,Brandon Silva Pérez,1999/05/02,M,SIPB990502HDFLRR17,2025-01-06
325, Javier Rodríguez Camacho,2002/04/26,M,ROCJ020426HDFDMV24,2024-10-07
326,Ignacio Castro Suárez,2003-11-13,M,CASI031113HDFSRG64,2025-02-19
327,Dulce Renata Pérez Álvarez,1998-12-02,F,PEAD981202MPLRLL31,2024-08-14
328,Raúl Axel Romero Salazar,17-09-1993,M,ROSR930917HDFMLL95,2024-12-14
329,Valentina Cabrera Molina,1996-12-30,F,CAMV961230MDFBLL87,2025-01-08
330,Ismael Jorge Rangel Lara,1997-08-20,M,RALI970820HMCNRS32,2024-08-13
331,Pedro Héctor Torres Cortés,1999-06-25,M,TOCP990625HDFRRD06,2024-10-12
332,Laura Guadalupe Salazar Ibarra,1999-11-13,F,sail991113mdflbr58,2024-08-23
333,Alicia González Contreras,2002-06-15,F,GOCA020615MMCNNL05,2024-12-09
334,Roberto Ángel Camacho Rivera,2006-01-25,M,CARR060125HDFMVB20,2024-12-14
335,Gabriel Iván Carmona Estrada,09/07/1991,M,CAEG910709HDFRSB95,2024-11-16
336,Daniela Reyes Molina,2005-04-27,F,REMD050427MDFYLN61,2024-08-14
337,Camila Martínez Álvarez,1996-10-22,F,MAAC961022MDFRLM88,2024-12-28
338,Antonio López León,1992-11-21,M,LELA921121HMCPNN81,2025-01-18
339,Ignacio Muñoz Gómez,1989-05-24,M,MUGI890524HDFZMG67,2024-12-22
340,Andrea Herrera Rosales,1997-12-18,F,HERA971218MDFRSN68,2025-01-11
341,Salvador Torres Reyes,1998-11-14,M,TORS981114HDFRYL76,2024-11-10
342,Yolanda Flores Rangel,1986-02-17,F,FORY860217MDFLNL66,2025-01-08
343,Dulce Contreras Téllez,1985-03-01,F,COTD850301MMCNLL27,2025-01-10
344,Gabriela Sandra Cervantes Suárez,1987-09-13,Femenino,CESG870913MDFRRB59,2024/09/01
345,Mateo Daniel Espinoza Herrera,2003-11-21,M,EIHM031121HDFSRT49,24/10/2024
346,Regina Díaz Morales,2002-01-26,F,DAMR020126MDFZRG59,2024-11-24
347,Alberto Espinoza Gómez,1985-11-01,M,EIGA851101HNESML53,2024-10-10
348,Irma Martínez Cabrera,2000-08-19,F,MACI000819MDFRBR23,2024-09-11
349,Martín Díaz Molina,1999-08-16,M,DAMM990816HDFZLR94,2025-02-06
350,Diana Rosales Vargas,1990-12-02,F,ROVD901202MDFSRN92,2024-10-14
351,Catalina Palacios Flores ,2001-05-18,F,PAFC010518MDFLLT08,2024-12-25
352,Susana  Fuentes  Camacho,1985-06-25,F,FUCS850625MDFNMS18,2024-11-22
353,Alberto Luis Mejía García,1994-08-19,M,MEGA940819HMCJRL05,09/10/2024
354,Alejandro Molina Silva,1992-02-11,,MOSA920211HDFLLL67,2024-10-26
355,Ignacio Martínez Sandoval,27 Jan 1991,M,MASI910127HDFRNG50,2025-01-13
356,Gerardo González Guerrero,1986-09-05,M,GOGG860905HDFNRR26,2024-09-15
357,Alejandro Pérez Fuentes,1991-02-14,M,PEFA910214HDFRNL24,2025-01-23
358,Juan Mendoza Ortiz,2000-05-16,M,MEOJ000516HDFNRN45,2024-08-12
359,Laura Romero Mejia,1990-06-10,F,ROML900610MDFMJR83,20 Oct 2024
360,Manuel Álvarez Domínguez,2001-04-15,M,AADM010415HDFLMN48,2024-08-07
361,Sofía Figueroa Gutiérrez,1990-01-08,F,FIGS900108MDFGTF14,2025-01-11
362,Montserrat Rocío Castillo Domínguez,1985-07-05,F,CADM850705MDFSMN91,2024-08-03
363,Armando Palacios Castro,1994-01-11,M,PACA940111HMCLSR74,2024-11-21
364,Alicia Valeria León Soto,05-11-1993,F,LESA931105MMCNTL35,2025-02-10
365,Gabriela Reyes Bautista,1993-06-11,F,REBG930611MMCYTB39,18 Aug 2024
366,Juan Guerrero Moreno,1995-02-11,M,GUMJ950211HDFRRN27,2024-08-19
367,Jesús Vargas Campos,1991-12-08,M,VACJ911208HMCRMS03,2024-08-04
368,Isabel Muñoz Cervantes,1987-07-27,F,PENDIENTE,2024-11-22
369,Alicia Martínez Medina,1997-03-23,F,MAMA970323MDFRDL33,2025-01-08
370,Ariadna García López,27 Apr 2000,F,GALA000427MMCRPR58,2025-02-21
371,Itzel López Domínguez,2002-02-13,F,LEDI020213MDFPMT80,2025-02-03
372,valentina estrada mendoza,2003-04-28,F,EAMV030428MNESNL27,2024-11-01
373,Karla Zavala León,2006-04-24,F,ZALK060424MDFVNR42,2024-08-22
374,Cristian Rosales Castro,1999-09-12,M,ROCC990912HDFSSR80,2024-10-06
375,Pedro Felipe Rangel Guerrero,2005-02-25,M,RAGP050225HMCNRD24,2025-01-26
376,Sebastián López Suárez,2003-02-06,M,LESS030206HDFPRB76,2024-08-11
377,Pedro Andrés Muñoz Ramos,2003-05-31,M,MURP030531HMCZMD04,2025-01-12
378, Raúl Jiménez Cortés,1990-11-24,M,JICR901124HDFMRL85,08-11-2024
379,Guadalupe Salazar Mejía,1999-08-24,F,SAMG990824MDFLJD71,2025-01-03
380,pedro ramos garcía,2002-06-27,M,RAGP020627HDFMRD77,2025-01-27
381,Antonio Oscar Ramírez Aguilar,1989-12-17,M,RAAA891217HMCMGN71,2024-10-08
382,Ramón Velázquez Medina,1991-07-16,M,VEMR910716HMCLDM92,2024-08-20
383,Nayeli Ríos García,2003-01-08,F,ROGN030108MDFSRY71,06 Feb 2025
384,Rafael César Castillo Estrada,1990-10-21,M,CAER901021HMCSSF98,2025-01-27
385,Ángel Delgado Moreno,2004-06-01,M,DEMA040601HDFLRN64,27 Dec 2024
386,Sebastián  Delgado  Torres,2000-12-14,M,DETS001214HNELRB61,2024-12-18
387,Javier Molina Molina,1986-10-26,M,MOMJ861026HDFLLV40,2024-08-28
388,Carlos Ramos Delgado,1987-06-11,M,RADC870611HDFMLR40,2024-11-05
389,laura erika jiménez contreras,1998-04-10,F,JICL980410MDFMNR83,2024-09-10
390,Guadalupe Cabrera Herrera,1991-11-21,F,CAHG911121MMCBRD92,22-02-2025
391,Susana Sandra Romero Cervantes,2006-07-07,F,ROCS060707MDFMRS62,2025-02-06
392,Héctor Ramos Torres,1986-07-31,M,RATH860731HNEMRC20,2024-11-29
393,Salvador Herrera Soto,1988-01-13,M,HESS880113HDFRTL64,2024-12-20
394, Andrea Díaz Zavala,1985-11-11,F,DAZA851111MMCZVN35,2024-10-26
395,Adriana Pérez Ríos,2006-09-19,F,PERA060919MDFRSD91,2024-12-04
396,Sergio Ríos Álvarez,1999-11-29,M,ROAS991129HDFSLR36,2024-10-04
397,Martín Jesús Soto Domínguez,2001-08-03,f,SODM010803HDFTMR36,2025-02-08
398,Valentina Lucía Álvarez Aguilar,2006-11-12,F,AAAV061112MDFLGL07,2025-02-11
399,Yolanda Rocío Bautista Ríos,1986-01-06,F,BARY860106MDFTSL93,2024-08-30
400,Héctor Figueroa Carmona,1993-10-03,M,FICH931003HDFGRC41,2024-11-20
401,Rafael Sergio Molina Cruz,1988/12/30,M,MOCR881230HDFLRF30,2024-09-15
402,Jesús Ríos Camacho,1989-01-11,M,ROCJ890111HDFSMS89,2024-08-18
403,Kevin León Rodríguez,2006-03-22,M,LERK060322HMCNDV77,2024-10-12
404,Tomás Pérez Cabrera,1998-08-12,M,PECT980812HDFRBM78,2024-08-09
405,Ximena Vázquez Cervantes,1996-06-12,F,VUCX960612MDFZRM03,2024-09-28
406,Ignacio Guerrero Mejía,1999-01-18,M,PENDIENTE,2025-01-12
407,Rafael Cortés Muñoz,1993-02-05,M,COMR930205HDFRZF38,2025-01-04
408,Erick Téllez Álvarez,1995-10-12,M,TEAE951012HDFLLR94,2025-01-03
409,Isabel Ramos Guerrero,2000-02-04,F,RAGI000204MDFMRS18,2024-09-15
410,Santiago Miguel Rosales Ortiz,1987-09-23,M,ROOS870923HMCSRN13,2024-08-14
411,Nayeli Castillo Vázquez,1986-03-18,F,CAVN860318MDFSZY91,2025-01-26
412,Luis Núñez Palacios,1987-10-23,M,NEPL871023HDFZLS06,2024-12-25
413, Raúl Sebastián Castro Rivera,2005-10-09,H,CARR051009HDFSVL44,2024-10-02
414,Natalia Cortés Jiménez,1985-08-12,F,COJN850812MMCRMT66,2024-08-30
415,Yolanda Karla Estrada Mejía,28/12/1987,F,EAMY871228MDFSJL60,2024-11-23
416,Diana Carolina Silva Figueroa,2005-05-10,F,SIFD050510MDFLGN95,2024-10-18
417,Andrés Rodríguez Castro,2006-07-18,M,ROCA060718HDFDSN35,2025-02-19
418,Daniel Arturo Palacios Castillo,1998-07-22,M,PACD980722HDFLSN70,2024-08-05
419,Rafael Silva Orozco,1998-07-04,M,SIOR980704HOCLRF50,2025-01-25
420,David Cruz Trejo,1994-03-29,M,CUTD940329HMCRRV38,2024-11-22
421,Diego Navarro Guerrero,1985-05-14,M,NAGD850514HNEVRG21,2024-11-04
422,Felipe Álvarez Morales,2001-01-17,M,AAMF010117HDFLRL14,2025-02-25
423,Andrea Muñoz García ,2001-08-03,F,MUGA010803MDFZRN17,2025-01-20
424,Alan Díaz Molina,1997-11-22,M,DAMA971122HDFZLL77,2024-12-02
425,Ximena Ramos Fuentes,1990-01-13,F,RAFX900113MDFMNM71,2025-02-07
426,Araceli Leticia Vargas Zavala,1991-11-01,F,VAZA911101MDFRVR24,2024-09-22
427,Adriana Guadalupe Moreno Rangel,1999-08-08,F,MORA990808MDFRND75,2024-08-11
428,Brandon Gómez Domínguez,1997-06-03,M,GEDB970603HDFMMR75,2024-08-07
429,Daniela Velázquez Figueroa,2004-10-16,F,VEFD041016MDFLGN83,2024-09-20
430,Catalina Erika Aguilar Zavala,13 Apr 2005,F,AUZC050413MMCGVT40,2024-08-09
431,Yolanda Irma Rojas Zavala,2003-02-06,F,ROZY030206MMCJVL19,2025-02-10
432,Teresa Fuentes Hernández,1996-09-24,F,FUHT960924MDFNRR03,2024-12-01
433,Adriana Vargas Lara,2000-06-09,F,VALA000609MDFRRD97,2024-11-03
434,Daniela Norma Bautista Ramírez,2000-06-17,F,BARD000617MDFTMN90,2024-12-11
435,Claudia Bautista Medina,1985-01-16,F,BAMC850116MMCTDL95,2025-01-01
436,Mónica Cervantes Valencia,1990-12-07,F,CEVM901207MMCRLN37,2024-12-01
437,Carolina Claudia Espinoza Castillo,1994-07-18,F,EICC940718MDFSSR58,2024-11-16
438,Nayeli Delgado Cortés,1996-11-14,F,DECN961114MDFLRY50,2024-11-19
439,Santiago Téllez Estrada,1986-02-15,M,TEES860215HDFLSN97,2025-02-19
440,César Núñez Ruiz,1994-02-13,M,NERC940213HDFZZS76,2024-10-16
441,Eduardo Soto Fuentes,2005-12-21,M,SOFE051221HNETND26,2025-02-24
442,Diana Itzel Navarro Sánchez,1993-10-18,F,NASD931018MMCVNN92,2025-01-27
443,Fernanda Muñoz Domínguez,1992-02-08,F,MUDF920208MDFZMR03,2024-09-09
444,Luz Erika Trejo Díaz,1997-12-10,F,TEDL971210MMCRZZ88,2024-08-26
445,Cristian Flores Rojas,2000-09-14,H,FORC000914HDFLJR65,2024-08-20
446,Rodrigo Víctor Pérez Ibarra,2006-06-14,M,,2024-11-05
447,Iván Herrera Salazar,1992-04-10,M,HESI920410HDFRLV62,2024-09-24
448,Leticia Adriana Gómez Palacios,1999-10-22,F,GEPL991022MDFMLT59,2025-01-30
449,Fernanda Rosa Moreno Herrera,1998-11-09,F,MOHF981109MDFRRR34,2024-08-18
450,Armando Castro Fuentes,2004-08-21,M,CAFA040821HDFSNR86,2024-12-18
451,Adriana Rosa Cervantes Molina,2004-03-18,F,CEMA040318MDFRLD12,2024-09-24
452,Alan Brandon Rivera Díaz,2005-05-08,M,RIDA050508HDFVZL84,2024-12-31
453,Miguel David Torres Mejía,1992-06-14,M,TOMM920614HDFRJG71,2025-02-18
454,Pablo Sergio Gómez Castillo,1988-10-19,M,GECP881019HDFMSB04,2024-12-04
455,Teresa Cecilia Vargas Valencia,2006-05-18,F,VAVT060518MMCRLR74,2025-01-02
456,Armando Guerrero Acosta,2005-12-18,M,GUAA051218HMCRCR59,2025-01-03
457,Gabriela Romero Palacios,2005-06-24,F,ROPG050624MDFMLB69,2025-01-09
458,Cristian Gustavo Velázquez Romero,2002-05-30,M,VERC020530HDFLMR34,2025-01-31
459,Luz Laura Orozco Acosta,1999-05-27,F,OOAL990527MNERCZ97,2024-12-06
460,José Rangel Figueroa,2003-01-21,M,RAFJ030121HDFNGS16,2024-11-05
,José Rangel Figueroa,2003-01-21,M,RAFJ030121HDFNGS16,2024-11-05
461,Vanessa Cabrera Castillo,1986-12-09,F,CACV861209MDFBSN98,2024-08-01
462,Patricia Acosta Rodríguez,1999-08-09,F,AORP990809MDFCDT37,2024-11-11
463,Nayeli Moreno Martínez,1996-06-06,F,MOMN960606MDFRRY84,2024-10-14
464,Cristian Mendoza León,1985-03-03,M,MELC850303HMCNNR66,2024-08-19
465,Nayeli Bautista Trejo,1987-04-26,F,BATN870426MDFTRY44,2024-10-24
466,Erika Valencia León,2005-01-06,F,VALE050106MDFLNR65,2024-12-05
467,Héctor Rojas Ruiz,1993-12-08,M,RORH931208HDFJZC35,2024-08-16
468,Camila Mariana Campos Gutiérrez,1997-04-27,F,CAGC970427MMCMTM50,2024-09-21
469,Ismael Bautista Muñoz,2004-06-07,M,BAMI040607HDFTZS45,2025-01-12
470,Elena Contreras Medina,1999-09-20,F,COME990920MDFNDL33,2025-02-07
471,Héctor Rodríguez Reyes,1997-05-14,M,RORH970514HDFDYC72,2024-09-27
472,Carmen Sandoval García,1986-08-21,F,SAGC860821MDFNRR72,2024-12-03
473,Dulce Moreno García,2000-07-20,F,MOGD000720MDFRRL87,2024-08-10
474,César Gómez Rivera,1987-06-29,M,GERC870629HDFMVS23,2025-02-23
475,Raúl Álvarez Romero,2006-01-19,M,AARR060119HDFLML47,2025-02-26
476,Mónica Lara Carmona,1999-08-26,f,LACM990826MNERRN55,2025-02-01
477,Felipe Camacho Gutiérrez,1997-08-06,M,CAGF970806HDFMTL76,2024-12-26
478, Paola Leticia Cruz Soto,1985-10-20,F,CUSP851020MDFRTL67,2024-08-04
479,Luz Camacho Álvarez,2003-04-03,F,CAAL030403MMCMLZ62,2024-11-16
480,Jorge Hernández Mejía,1987-06-13,M,HEMJ870613HDFRJR68,2024-08-02
481,Jesús Lara Velázquez,2001-11-06,M,LAVJ011106HNERLS33,2025-01-12
482,Rafael Contreras Ríos,1994-03-06,M,CORR940306HDFNSF36,2024-11-14
483,Diego Ibarra Navarro,2006-12-10,M,IAND061210HMCBVG50,2024-08-19
484, José Daniel Rivera Navarro,2005-09-21,M,RINJ050921HNEVVS18,2025-02-19
485,Luz Camacho Silva,1992-04-26,F,CASL920426MDFMLZ03,2024-09-04
486,César Ruiz Cervantes,1993-09-01,M,RUCC930901HDFZRS20,2025-02-14
487,Saúl Cristian Palacios Castillo,2003-02-17,M,PACS030217HDFLSL81,2024-10-27
488,Jesús Mendoza Orozco,1985-03-08,M,MEOJ850308HDFNRS51,2024-08-18
489,Erick Moreno Bautista,1989-11-11,M,MOBE891111HMCRTR37,2024-08-05
490,Susana Vargas Díaz,1987-10-17,M,VADS871017MDFRZS73,2024-09-22
491,Arturo Ángel Palacios Ibarra,02/11/2006,M,PAIA060211HDFLBR55,2025-02-09
492,Francisco Cristian Ríos Pérez,2004-09-01,M,ROPF040901HDFSRR23,2024-08-18
493,Elena Molina Reyes,2005-07-25,F,MORE050725MDFLYL11,2024-12-26
494,Javier Rafael Jiménez Flores,1988-05-26,M,JIFJ880526HMCMLV56,2024-08-04
495,Rafael Camacho Espinoza,1997-05-07,M,CAER970507HDFMSF10,2024-12-22
496,Brandon Jiménez Domínguez,06/30/1988,M,JIDB880630HDFMMR83,2024-12-09
497,Brandon Romero Ramos,1993-07-21,M,RORB930721HMCMMR28,2024-09-09
498,Brenda Palacios Rojas,1992-12-22,F,PARB921222MDFLJR21,2025-01-28
499,Iván Pérez Romero,2003-08-29,M,PERI030829HMCRMV40,2024-09-06
500,Rocío Vázquez Reyes,1985-10-07,F,VURR851007MDFZYC36,2024/12/01
501,Ángel Estrada Salazar,1995-12-25,M,EASA951225HDFSLN50,2024-10-30
502,Diana Campos Salazar,07/23/1993,F,CASD930723MDFMLN19,2025-01-07
503,Silvia  Ríos  Herrera,1986-05-02,F,ROHS860502MMCSRL11,2025-01-09
504,Emilio Ibarra Contreras,1993-05-23,M,IACE930523HDFBNM66,2024-12-03
505,Tomás Campos Torres,1994-10-29,M,CATT941029HDFMRM15,2025-01-02
506,Rodrigo Lara Sánchez,1995-03-18,M,LASR950318HMCRND91,2025-02-08
507,Luis Romero Suárez,1999-07-13,M,ROSL990713HDFMRS14,2024-10-23
508,Iván Flores Morales,1992-08-03,M,FOMI920803HDFLRV65,2024-10-12
509,Sofía Contreras Ortiz,1985-05-21,F,COOS850521MMCNRF66,2024-08-05
510,Francisco Héctor Palacios Trejo,02/02/1994,M,PATF940202HMCLRR26,2024-12-25
511,Citlali Leticia Pérez Moreno,1992-06-29,F,PEMC920629MMCRRT81,2024-12-20
512,Araceli Sofía Sánchez Aguilar,1997-03-04,F,SEAA970304MDFNGR62,2024-11-12
513,Laura Hernández Torres,2004-01-23,F,,2025-02-07
514,Manuel Gabriel Molina Ruiz,1993-01-19,M,MORM930119HDFLZN94,2024-12-06
515,DIEGO REYES RUIZ,2003-09-13,M,RERD030913HDFYZG02,2024-11-27
516,Regina Rocío Aguilar Palacios,1995-10-17,F,AUPR951017MMCGLG10,2024-11-14
517,Víctor Carlos Bautista Domínguez,1995-10-19,M,BADV951019HMCTMC29,07/09/2024
518,Valeria Castro Palacios,1986-12-12,F,CAPV861212MDFSLL18,2025-01-02
,Valeria Castro Palacios,1986-12-12,F,CAPV861212MDFSLL18,2025-01-02
519,Juan Mejía Flores,1987-02-22,M,MEFJ870222HMCJLN91,2024-12-19
520,Claudia Carmen Vázquez Romero,2000-01-01,F,VURC000101MDFZML29,2024-12-01
521,Rosa Trejo Rangel,2000-07-15,F,,2024-12-11
522,Armando Martínez Silva,1990-05-14,M,MASA900514HDFRLR13,2024-10-27
523,Isabel Alicia Medina Orozco,1993-08-29,F,MEOI930829MMCDRS89,2024-09-30
524,Leticia Ximena Herrera Silva,1996-12-09,F,HESL961209MDFRLT68,2024-10-07
525,Erick Cruz Zavala,2000-10-29,M,CUZE001029HDFRVR07,10/07/2024
526,Jorge Ignacio Pérez Carmona,2006-09-14,M,PECJ060914HMCRRR79,2024-08-20
527,Ximena Bautista Silva,1987-06-13,F,BASX870613MDFTLM95,2024-11-08
528,Rocío Rojas Molina,1999-09-29,F,ROMR990929MDFJLC89,28/11/2024
529,Ana Mejía Orozco,1988-02-28,F,MEOA880228MDFJRN21,2024-11-03
530,Cecilia Brenda Martínez Trejo,2004-12-04,F,MATC041204MDFRRC15,2024-10-09
531,María Zavala Rangel,1986-10-03,F,ZARM861003MDFVNR06,2024-09-05
532,Renata Delgado Palacios,1987-12-18,F,DEPR871218MDFLLN92,2024-09-06
,Renata Delgado Palacios,1987-12-18,F,DEPR871218MDFLLN92,2024-09-06
533,Gabriel Fuentes Domínguez,1994-11-01,M,FUDG941101HDFNMB83,2025-01-02
534,Salvador Soto Herrera,1987-03-15,M,SOHS870315HDFTRL67,2024-08-21
535,Laura Cabrera Carmona,2006-03-03,F,CACL060303MDFBRR89,2025-01-07
536,Héctor Juan Vargas Trejo,13 Jul 1993,M,VATH930713HDFRRC76,2025-01-30
537,Elena Ramírez Castro,1993-12-02,F,RACE931202MMCMSL84,2025-01-30
538,Fernanda Lara Mendoza,1989-03-04,F,LAMF890304MNERNR90,2025-01-27
,Fernanda Lara Mendoza,1989-03-04,F,LAMF890304MNERNR90,2025-01-27
539,Cristian Rivera Álvarez,2003-12-12,M,RIAC031212HMCVLR42,2025-01-10
540,Diana Camila Ramos Cortés,1991-01-30,F,RACD910130MDFMRN30,2025-02-28
541,David Luis Navarro Díaz,2004-11-27,M,NADD041127HDFVZV03,2024-10-25
542,Pablo Romero Salazar,2003-06-25,M,ROSP030625HDFMLB48,2025-02-10
543,Carlos Ríos Ramírez,1999-08-30,M,RORC990830HDFSMR14,2024-09-03
544,Paola Álvarez Sánchez,1985-08-10,F,AASP850810MDFLNL20,2024-09-22
545,Fernanda Mendoza Vargas,1993-02-28,F,MEVF930228MDFNRR03,2025-01-01
546,Montserrat Muñoz Trejo,1996-10-29,F,MUTM961029MDFZRN69,2024-10-22
547,Diana Ruiz Mendoza,2002-01-05,F,RUMD020105MDFZNN30,2024-10-29
548,Sergio Salvador Sandoval Ramírez,1991-01-09,M,sars910109hdfnmr94,2025-01-03
549,Uriel Herrera Lara,1987-08-03,O,HELU870803HDFRRR77,2024-11-17
550,Valeria Silva Herrera,03/07/2002,F,SIHV020307MDFLRL47,2025-02-12
551,Fernanda Claudia Figueroa Rangel,2004-07-06,F,FIRF040706MDFGNR87,2025-01-25
,Fernanda Claudia Figueroa Rangel,2004-07-06,F,FIRF040706MDFGNR87,2025-01-25
552,Mario Martínez Ríos,2005-06-30,M,MARM050630HDFRSR68,2024-09-08
553,Jesús Gutiérrez Silva,1990-01-21,M,GUSJ900121HDFTLS23,2024-10-29
554,David Jesús Herrera Cervantes,1993-12-09,M,HECD931209HMCRRV08,2025-02-10
555,Francisco Moreno Núñez,1990-03-16,M,MONF900316HMCRZR52,07/10/2024
556,Valentina Patricia Navarro Castro,1988-09-11,F,NACV880911MDFVSL75,2024-11-20
557,Diana Beatriz Guerrero Ruiz,2001-03-09,F,GURD010309MDFRZN28,2024-12-18
558,Felipe Soto Sánchez,1997-08-03,M,SOSF970803HDFTNL60,2024-12-01
559,Gabriel Andrés Velázquez Ramírez,1985-10-29,M,VERG851029HDFLMB53,2024-09-18
560,Enrique Jiménez Torres,1998-02-09,M,JITE980209HMCMRN58,2024-08-07
,Enrique Jiménez Torres,1998-02-09,M,JITE980209HMCMRN58,2024-08-07
561,Guadalupe Acosta Ibarra,1999-08-20,F,AOIG990820MDFCBD78,2024-08-02
562,Natalia Téllez González,1991-11-19,F,TEGN911119MDFLNT91,2025-03-01
563,Jorge León Medina,1993-04-20,M,LEMJ930420HDFNDR46,2024-11-09
564,Susana Paola Carmona Pérez,02 May 1991,F,CAPS910502MMCRRS16,2024-08-27
565,Martín Eduardo Moreno Guerrero,2000-05-12,M,MOGM000512HNERRR37,2024-12-07
566,Alberto Ríos Guerrero,2000-10-21,M,ROGA001021HDFSRL43,2025-02-23
567,Nayeli Adriana Velázquez Castillo,1987-05-15,F,VECN870515MDFLSY89,2024-12-12
568,Cecilia Acosta Soto,2001-05-23,F,AOSC010523MDFCTC00,2024-08-19
569,Ariadna García Silva,2001-02-18,F,GASA010218MDFRLR38,2024-09-28
570,Lucía Orozco Gómez,1997-07-16,F,OOGL970716MDFRMC02,2025-01-22
571,ARMANDO NAVARRO CASTILLO,1986-08-06,M,NACA860806HDFVSR77,2024-09-08
572,Martha Ramos Ríos,1991-04-06,f,RARM910406MDFMSR35,2025-01-03
573,Citlali Estrada Pérez,2001-04-30,F,EAPC010430MDFSRT09,2024-09-05
574,Catalina Vanessa Figueroa Estrada,2001-11-17,F,FIEC011117MMCGST87,06/12/2024
575,Carolina Téllez Jiménez,1997-01-29,F,TEJC970129MDFLMR90 ,2024-10-28
576,Iván Soto Pérez,08 Apr 1990,M,SOPI900408HMCTRV39,2024-08-31
577,Gabriel Orozco León,2005-11-16,M,OOLG051116HDFRNB56,2024-12-03
578,Axel Díaz Ríos,1999-05-26,M,DARA990526HDFZSX00,2024-08-17
579,Vanessa Ibarra Estrada,2006-02-13,F,IAEV060213MDFBSN85,2025-01-29
580,Enrique Trejo Ríos,1996-12-23,M,TERE961223HDFRS,2024-08-15
581,Patricia Rocío Herrera Medina,1989-07-09,m,HEMP890709MDFRDT00,2024-12-20
582,Jorge Sandoval Silva,1998-09-13,M,SASJ980913HDFNLR10,2024-10-26
583,Alan Silva Camacho,1993-04-15,M,SICA930415HMCLML46,2025-01-22
584,Andrea Susana Ramos Suárez,1998-11-24,F,RASA981124MMCMRN76 ,27-10-2024
585,Gustavo Aguilar Lara,1997-07-18,M,AULG970718HDFGRS22,03/08/2024
586,Martha Jiménez Mejía,1993-09-26,F,JIMM930926MNEMJR41,2024-10-14
587,Andrea Ramos Vargas,03/26/2000,F,RAVA000326MDFMRN77,2024-08-04
588,Brandon David Palacios Hernández,2005-11-19,Femenino,PAHB051119HDFLRR01,2024-11-07
589,Regina Díaz Jiménez,1985-05-20,F,DAJR850520MDFZMG18,2024-10-30
590,Martha Díaz Sandoval,1992-06-06,F,DASM920606MDFZNR31,2024-08-30
591,Laura Jiménez Romero,1992-03-10,F,JIRL920310MDFMMR51,2024-09-26
592,Pablo Álvarez Rangel,1995-10-15,M,AARP951015HDFLNB87,09/29/2024
593,Sandra Salazar Aguilar,1999-05-11,F,SAAS990511MDFLGN14,2025-02-03
594,Francisco Camacho Gómez,2005-09-19,M,CAGF050919HMCMMR50,2024-08-19
595,Miguel Soto Contreras,2001-05-27,M,SOCM010527HDFTNG74,2024-09-23
596,Brandon Domínguez Ibarra,1999-08-13,M,DOIB990813HNEMBR42,2025-01-18
597,Lucía Ana Romero Zavala,1992-01-08,F,ROZL920108MDFMVC73,2024-09-14
598,Roberto Sandoval Fuentes,2001-07-14,M,SAFR010714HDFNNB68,2024-10-02
599,Raúl Rafael Suárez Cabrera,2003-06-30,M,SUCR030630HMCRBL67,2025-01-17
600,Verónica Natalia Núñez Estrada,2005-10-09,F,NEEV051009MDFZSR01,2024-10-07
601,Carmen Nayeli Ruiz Castillo,2003-04-29,F,RUCC030429MDFZSR49,31-12-2024
602,Pablo Ríos Contreras,1998-04-19,M,ROCP980419HMCSNB32,2024-09-27
