SID,CORREO,TIPO_CORREO,FECHA_ACT
242,karla.perez@universidad-sysac.edu.mx,Institucional,2024-08-27
242,karlaperez403@icloud.com,Personal,2024-11-08
243,elena.rivera@universidad-sysac.edu.mx,Institucional,2024-06-28
243,elena_rivera@gmail.com,Personal,2024-06-11
244,brenda.delgado@universidad-sysac.edu.mx,Institucional,2024-12-02
245,leticia.suarez@universidad-sysac.edu.mx,Institucional,2024-09-23
246,arturoherrera@universidad-sysac.edu.mx,Institucional,2024-12-27
246,arturo.herrera88@yahoo.com.mx,Personal,2024-11-12
247,saulflores@universidad-sysac.edu.mx,Institucional,2024-07-18
247,saulflores803@icloud.com,Personal,2024-11-20
248,karlacruz@universidad-sysac.edu.mx,Institucional,2024-06-07
248,karlacruz@live.com.mx,Personal,2024-12-07
249,santiagorojas@universidad-sysac.edu.mx,Institucional,2024-12-18
249,santiago_rojas984@yahoo.com.mx,Personal,2024-05-03
250,raquel.cabrera@universidad-sysac.edu.mx,Institucional,2024-06-25
250,raquel.cabrera91@gmail.com,Personal,2024-08-09
251,brandonmunoz@universidad-sysac.edu.mx,Institucional,2024-08-04
252,nayeli.navarro@universidad-sysac.edu.mx,Institucional,2024-09-22
252,nayelinavarro@yahoo.com,Personal,2024-06-07
253,kevin.fuentes@universidad-sysac.edu.mx,Institucional,2024-11-03
253,kevin.fuentes661@yahoo.com.mx,Personal,2024-10-08
254,ana.gomez@universidad-sysac.edu.mx,Institucional,2024-07-20
254,ana.gomez97@hotmail.com,Personal,2024-02-20
255,armando.mejia@universidad-sysac.edu.mx,Institucional,2024-04-28
255,armando.mejia@yahoo.com,Personal,2024-05-24
256,salvador.rosales@universidad-sysac.edu.mx,Institucional,2024-07-31
256,salvadorrosales92@hotmail.com,Personal,2024-05-08
257,perlacastro@universidad-sysac.edu.mx,Institucional,2024-02-24
257,perla_castro96@hotmail.com,Personal,2024-09-05
258,alejandra_suarez@universidad-sysac.edu.mx,Institucional,2024-06-14
258,alejandrasuarez98@gmail.com,Personal,2024-09-25
259,regina_munoz@universidad-sysac.edu.mx,Institucional,2024-11-20
259,reginamunoz81@protonmail.com,Personal,2024-09-24
260,raquel.martinez@universidad-sysac.edu.mx,Institucional,2024-08-01
260,raquel.martinez82@yahoo.com.mx,Personal,2024-10-23
261,irma.rios@universidad-sysac.edu.mx,Institucional,2024-05-18
261,irma.rios594@protonmail.com,Personal,2024-09-18
262,kevin_perez@universidad-sysac.edu.mx,Institucional,2024-03-19
262,kevin_perez87@yahoo.com.mx,Personal,2024-03-07
263,irma.velazquez@universidad-sysac.edu.mx,Institucional,2024-04-20
263,irma.velazquez609@protonmail.com,personal ,2025-01-22
264,angel_contreras@universidad-sysac.edu.mx,Institucional,2024-10-01
265,felipe.rosales@universidad-sysac.edu.mx,Institucional,2024-03-23
265,feliperosales@yahoo.com.mx,Personal,2024-03-07
266,david.rojas@universidad-sysac.edu.mx,Institucional,2024-07-12
266,david.rojas81@yahoo.com,Personal,2024-09-15
267,guadaluperangel@universidad-sysac.edu.mx,Institucional,2025-01-17
267,guadalupe_rangel@outlook.com,personal,2024-11-19
268,miguelcervantes@universidad-sysac.edu.mx,Institucional,2024-08-23
268,miguel.cervantes@yahoo.com.mx,Personal,2024-03-14
269,luz.garcia@universidad-sysac.edu.mx,Institucional,2024-01-31
269,luzgarcia664@yahoo.com.mx,Personal,2024-12-12
270,marthamorales@universidad-sysac.edu.mx,Institucional,2025-01-10
270,marthamorales948@yahoo.com.mx,Personal,2024-04-24
271,erickgomez@universidad-sysac.edu.mx,Institucional,2024-11-26
271,erick.gomez809@yahoo.com.mx,Personal,2024-02-05
272,silvia_aguilar@universidad-sysac.edu.mx,Institucional,2024-11-05
272,silvia_aguilar84@outlook.com,Personal,2024-03-22
273,catalina.romero@universidad-sysac.edu.mx,Institucional,2025-01-06
273,catalina.romero96@protonmail.com,Personal,2024-09-14
274,gabrielamoreno@universidad-sysac.edu.mx,Institucional,2025-01-28
274,gabriela_moreno820@outlook.com,Personal,2024-09-24
275,laura.martinez@universidad-sysac.edu.mx,Institucional,2024-01-10
275,lauramartinez180@gmail.com,Personal,2024-01-13
276,raulfuentes@universidad-sysac.edu.mx,Institucional,2024-05-18
276,raul_fuentes85@icloud.com,Personal,2025-01-07
277,renata.vazquez@universidad-sysac.edu.mx,Institucional,2024-09-01
277,renata.vazquez258@outlook.com,Personal,2024-02-15
278,luzsalazar@universidad-sysac.edu.mx,Institucional,2024-03-14
279,beatriz_aguilar@universidad-sysac.edu.mx,Institucional,2024-08-16
279,beatriz.aguilar661@icloud.com,Personal,2024-08-17
280,rafael_guerrero@universidad-sysac.edu.mx,Institucional,2024-02-01
280,rafael_guerrero@yahoo.com,Personal,2024-12-21
281,monica.guerrero@universidad-sysac.edu.mx,Institucional,2024-01-18
281,monicaguerrero@yahoo.com.mx,Personal,2024-05-11
282,pedrodiaz@universidad-sysac.edu.mx,Institucional,2024-09-13
282,pedrodiaz895@gmail.com,Personal,2024-02-18
283,leticia_diaz@universidad-sysac.edu.mx,Institucional,2024-08-08
284,luis.cervantes@universidad-sysac.edu.mx,Institucional,2024-10-30
284,luis.cervantes98@hotmail.com,Personal,2024-01-07
285,cecilianavarro@universidad-sysac.edu.mx,Institucional,2024-01-13
285,cecilia.navarro80@hotmail.com,Personal,2024-10-17
286,alberto.cervantes@universidad-sysac.edu.mx,Institucional,2024-10-21
286,alberto_cervantes@yahoo.com.mx,Personal,2024-01-17
287,hugolara@universidad-sysac.edu.mx,Institucional,2024-11-12
287,hugo.lara879@protonmail.com,Personal,2024-12-04
288,andrescabrera@universidad-sysac.edu.mx,Institucional,2024-08-30
288,andres.cabrera83@hotmail.com,Personal,2024-08-17
289,pedrosilva@universidad-sysac.edu.mx,Institucional,2024-12-17
289,pedro_silva@yahoo.com,Personal,2024-08-06
290,vanessa.gutierrez@universidad-sysac.edu.mx,Institucional,2024-02-14
290,vanessagutierrez@icloud.com,Personal,2024-11-05
291,jessica.rosales@universidad-sysac.edu.mx,Institucional,2025-01-31
291,jessica.rosales234@yahoo.com,Personal,2024-03-07
292,danieladelgado@universidad-sysac.edu.mx,Institucional,2024-07-16
292,daniela.delgado376@yahoo.com.mx,Personal,2024-04-14
293,luz_ruiz@universidad-sysac.edu.mx,Institucional,2024-01-28
293,luz.ruiz@hotmail.com,Personal,2024-03-21
294,nataliasandoval@universidad-sysac.edu.mx,Institucional,2024-01-07
295,sergio_rios@universidad-sysac.edu.mx,Institucional,2024-07-28
295,sergio.rios@protonmail.com,Personal,2024-09-21
296,oscarsilva@universidad-sysac.edu.mx,Institucional,2024-07-12
296,oscarsilva634@gmail.com,PERSONAL,2024-05-06
297,nataliadelgado@universidad-sysac.edu.mx,Institucional,2024-04-30
297,natalia_delgado662@hotmail.com,Personal,2024-08-04
298,karla_suarez@universidad-sysac.edu.mx,Institucional,2024-05-19
298,karlasuarez@protonmail.com,Personal,2024-03-09
299,santiago_estrada@universidad-sysac.edu.mx,Institucional,2024-02-21
300,jesus_castillo@universidad-sysac.edu.mx,Institucional,2024-10-14
301,irma_lara@universidad-sysac.edu.mx,Institucional,2024-07-19
301,irma.lara90@gmail.com,Personal,2024-12-10
302,ramon.moreno@universidad-sysac.edu.mx,Institucional,2024-09-10
302,ramon_moreno86@icloud.com,Personal,2024-08-26
303,claudia_martinez@universidad-sysac.edu.mx,Institucional,2024-07-29
303,claudia.martinez138@gmail.com,Personal,2024-10-30
304,alejandro_rodriguez@universidad-sysac.edu.mx,Institucional,2024-05-23
305,montserrat.herrera@universidad-sysac.edu.mx,Institucional,2024-03-12
305,montserrat_herrera514@hotmail.com,Personal,2024-02-15
306,regina_velazquez@universidad-sysac.edu.mx,Institucional,2024-08-16
306,regina.velazquez541@icloud.com,Personal,2024-02-26
307,raquelmorales@universidad-sysac.edu.mx,Institucional,2024-01-13
307,raquelmorales@live.com.mx,Personal,2024-10-28
308,omar.castillo@universidad-sysac.edu.mx,Institucional,2024-10-08
308,omar_castillo91@live.com.mx,Personal,2024-07-30
309,lucia.orozco@universidad-sysac.edu.mx,Institucional,2024-02-24
309,luciaorozco458@icloud.com,Personal,2024-08-20
310,susana.bautista@universidad-sysac.edu.mx,Institucional,2024-06-07
310,susanabautista877@hotmail.com,Personal,2024-08-25
311,gabrielarangel@universidad-sysac.edu.mx,Institucional,2024-11-27
311,gabriela.rangel85@gmail.com,Personal,2024-11-04
312,manuel.romero@universidad-sysac.edu.mx,Institucional,2024-10-23
312,manuelromero81@yahoo.com,PERSONAL,2024-06-25
313,manuel.gomez@universidad-sysac.edu.mx,Institucional,2024-12-13
313,manuel.gomez94@icloud.com,Personal,2024-07-26
314,alicia.gomez@universidad-sysac.edu.mx,Institucional,2025-01-25
314,aliciagomez618@live.com.mx,Personal,2024-06-02
315,erika.dominguez@universidad-sysac.edu.mx,Institucional,2024-10-06
316,rafaeltorres@universidad-sysac.edu.mx,Institucional,2024-06-27
316,rafael.torres@gmail.com,Personal,2025-01-17
317,arturocervantes@universidad-sysac.edu.mx,Institucional,2024-09-10
317,arturo.cervantes189@yahoo.com.mx,Personal,2025-01-24
318,carlos_rojas@universidad-sysac.edu.mx,Institucional,2024-07-08
319,martin_lopez@universidad-sysac.edu.mx,Institucional,2024-10-12
320,citlali.flores@universidad-sysac.edu.mx,Institucional,2024-11-22
320,citlaliflores93@hotmail.com,Personal,2024-03-10
321,carlosmartinez@universidad-sysac.edu.mx,Institucional,2024-11-29
321,carlosmartinez96@protonmail.com,Personal,2024-11-04
322,perla.figueroa@universidad-sysac.edu.mx,Institucional,2024-06-27
322,perla.figueroa92@live.com.mx,Personal,2024-09-06
323,pablo.trejo@universidad-sysac.edu.mx,Institucional,2024-11-09
323,pablo_trejo506@yahoo.com.mx,Personal,2024-02-14
324,brandon_silva@universidad-sysac.edu.mx,Institucional,2024-05-23
324,brandonsilva85@protonmail.com,Personal,2024-07-20
325,javierrodriguez@universidad-sysac.edu.mx,Institucional,2024-01-18
325,javier_rodriguez@icloud.com,Personal,2024-10-05
326,ignacio.castro@universidad-sysac.edu.mx,Institucional,2024-07-16
326,ignacio_castro@outlook.com,Personal,2024-12-12
327,dulceperez@universidad-sysac.edu.mx,Institucional,2025-01-07
328,raulromero@universidad-sysac.edu.mx,Institucional,2024-06-07
328,raul_romero799@yahoo.com.mx,Personal,2024-09-30
329,valentinacabrera@universidad-sysac.edu.mx,Institucional,2024-09-13
329,valentina.cabrera@hotmail.com,Personal,2024-03-25
330,ismael.rangel@universidad-sysac.edu.mx,Institucional,2024-08-21
330,ismael.rangel80@gmail.com,Personal,2024-09-10
331,pedrotorres@universidad-sysac.edu.mx,Institucional,2024-10-03
331,pedrotorres89@icloud.com,Personal,2024-06-17
332,laura.salazar@universidad-sysac.edu.mx,Institucional,2024-12-25
333,alicia.gonzalez@universidad-sysac.edu.mx,Institucional,2024-10-06
334,roberto.camacho@universidad-sysac.edu.mx,Institucional,2024-08-29
334,roberto.camacho84@icloud.com,Personal,2024-03-07
335,gabriel.carmona@universidad-sysac.edu.mx,Institucional,2025-01-02
336,daniela_reyes@universidad-sysac.edu.mx,Institucional,2024-07-25
336,daniela_reyes104@outlook.com,Personal,2024-10-11
337,camilamartinez@universidad-sysac.edu.mx,Institucional,2024-06-30
337,camilamartinez167@icloud.com,Personal,2024-07-08
338,antoniolopez@universidad-sysac.edu.mx,Institucional,2024-04-08
338,antonio.lopez@yahoo.com.mx,Personal,2024-05-10
339,ignaciomunoz@universidad-sysac.edu.mx,Institucional,2024-07-05
339,ignacio_munoz88@live.com.mx,Personal,2024-05-30
340,andreaherrera@universidad-sysac.edu.mx,Institucional,2025-01-04
340,andreaherrera93@live.com.mx,Personal,2024-01-22
341,salvador_torres@universidad-sysac.edu.mx,Institucional,2024-10-18
342,yolanda_flores@universidad-sysac.edu.mx,Institucional,2024-11-01
342,yolanda_flores@yahoo.com,Personal,2024-04-30
343,dulcecontreras@universidad-sysac.edu.mx,Institucional,2024-02-29
343,dulce.contreras@yahoo.com,Personal,2024-05-10
344,gabrielacervantes@universidad-sysac.edu.mx,Institucional,2024-11-18
345,mateoespinoza@universidad-sysac.edu.mx,Institucional,2024-02-10
345,mateo.espinoza@yahoo.com,Personal,2024-03-22
346,regina.diaz@universidad-sysac.edu.mx,Institucional,2024-06-01
346,reginadiaz86@gmail.com,Personal,2024-11-28
347,alberto_espinoza@universidad-sysac.edu.mx,Institucional,2024-03-05
347,alberto.espinoza89@protonmail.com,Personal,2024-10-24
348,irma.martinez@universidad-sysac.edu.mx,Institucional,2024-04-30
348,irmamartinez700@gmail.com,Personal,2024-06-23
349,martin.diaz@universidad-sysac.edu.mx,Institucional,2024-07-02
350,dianarosales@universidad-sysac.edu.mx,Institucional,2024-06-24
350,dianarosales94@hotmail.com,Personal,2024-02-25
351,catalinapalacios@universidad-sysac.edu.mx,Institucional,2024-08-09
351,catalina.palacios495@protonmail.com,Personal,2024-05-31
352,susanafuentes@universidad-sysac.edu.mx,Institucional,2024-05-04
353,alberto.mejia@universidad-sysac.edu.mx,Institucional,2024-04-01
353,albertomejia715@gmail.com,Personal,2024-05-10
354,alejandromolina@universidad-sysac.edu.mx,Institucional,2024-04-13
354,alejandro_molina301@yahoo.com,personal,2024-05-05
355,ignaciomartinez@universidad-sysac.edu.mx,Institucional,2024-10-27
355,ignacio.martinez176@hotmail.com,Personal,2025-01-31
356,gerardogonzalez@universidad-sysac.edu.mx,Institucional,2025-01-19
356,gerardogonzalez93@outlook.com,Personal,2024-09-06
357,alejandro_perez@universidad-sysac.edu.mx,Institucional,2024-10-15
357,alejandro_perez@yahoo.com,Personal,2024-04-29
358,juanmendoza@universidad-sysac.edu.mx,Institucional,2024-07-13
359,laura_romero@universidad-sysac.edu.mx,Institucional,2024-06-15
359,lauraromero98@yahoo.com,Personal,2024-07-27
360,manuel_alvarez@universidad-sysac.edu.mx,Institucional,2024-10-04
360,manuelalvarez@yahoo.com,Personal,2024-08-18
361,sofia_figueroa@universidad-sysac.edu.mx,Institucional,2024-03-16
361,sofiafigueroa83@yahoo.com.mx,Personal,2025-01-10
362,montserratcastillo@universidad-sysac.edu.mx,Institucional,2024-03-18
362,montserrat.castillo674@gmail.com,Personal,2024-05-09
363,armando_palacios@universidad-sysac.edu.mx,Institucional,2024-05-02
363,armando.palacios@outlook.com,Personal,2024-11-12
364,alicialeon@universidad-sysac.edu.mx,Institucional,2024-08-11
364,alicia.leon@yahoo.com.mx,Personal,2024-02-22
365,gabriela_reyes@universidad-sysac.edu.mx,Institucional,2024-10-01
365,gabriela_reyes86@gmail.com,Personal,2024-06-29
366,juan_guerrero@universidad-sysac.edu.mx,Institucional,2024-11-27
366,juan_guerrero344@yahoo.com.mx,Personal,2024-10-12
367,jesus.vargas@universidad-sysac.edu.mx,Institucional,2024-02-04
367,jesus.vargas99@yahoo.com.mx,Personal,2024-11-03
368,isabel_munoz@universidad-sysac.edu.mx,Institucional,2024-06-20
368,isabel_munoz97@protonmail.com,Personal,2024-07-16
369,alicia.martinez@universidad-sysac.edu.mx,Institucional,2024-10-11
370,ariadna_garcia@universidad-sysac.edu.mx,Institucional,2024-02-24
370,ariadna_garcia@outlook.com,Personal,2025-01-27
371,itzel.lopez@universidad-sysac.edu.mx,Institucional,2024-01-08
371,itzel_lopez815@protonmail.com,Personal,2024-06-20
372,valentina.estrada@universidad-sysac.edu.mx,Institucional,2024-07-04
372,valentina.estrada@yahoo.com,Personal,2024-08-11
373,karla_zavala@universidad-sysac.edu.mx,Institucional,2024-03-24
373,karla.zavala763@outlook.com,Personal,2024-11-16
374,cristian.rosales@universidad-sysac.edu.mx,Institucional,2024-09-10
374,cristianrosales368@yahoo.com.mx,Personal,2024-06-14
375,pedro.rangel@universidad-sysac.edu.mx,Institucional,2024-06-26
376,sebastian_lopez@universidad-sysac.edu.mx,Institucional,2024-10-31
377,pedro.munoz@universidad-sysac.edu.mx,Institucional,2024-08-26
377,pedromunoz554@outlook.com,Personal,2024-01-06
378,rauljimenez@universidad-sysac.edu.mx,Institucional,2024-11-28
378,raul.jimenez124@protonmail.com,Personal,2024-02-03
379,guadalupesalazar@universidad-sysac.edu.mx,Institucional,2024-07-08
379,guadalupe_salazar762@icloud.com,PERSONAL,2024-10-31
380,pedroramos@universidad-sysac.edu.mx,Institucional,2024-12-25
380,pedro_ramos@hotmail.com,Personal,2024-08-12
381,antonio_ramirez@universidad-sysac.edu.mx,Institucional,2024-05-09
381,antonio.ramirez89@live.com.mx,Personal,2024-12-31
382,ramon_velazquez@universidad-sysac.edu.mx,Institucional,2024-07-31
383,nayelirios@universidad-sysac.edu.mx,Institucional,2024-09-28
383,nayeli_rios52@icloud.com,Personal,2024-10-13
384,rafael_castillo@universidad-sysac.edu.mx,Institucional,2024-02-12
384,rafaelcastillo99@protonmail.com,Personal,2024-04-21
385,angeldelgado@universidad-sysac.edu.mx,Institucional,2024-09-27
385,angel_delgado89@hotmail.com,Personal,2024-03-25
386,sebastian.delgado@universidad-sysac.edu.mx,Institucional,2024-08-28
386,sebastian.delgado@protonmail.com,Personal,2024-03-20
387,javier_molina@universidad-sysac.edu.mx,Institucional,2024-04-12
387,javiermolina@outlook.com,Personal,2024-09-13
388,carlos_ramos@universidad-sysac.edu.mx,Institucional,2024-07-05
388,carlosramos@live.com.mx,personal,2024-12-17
389,laurajimenez@universidad-sysac.edu.mx,Institucional,2024-09-27
389,laura.jimenez@icloud.com,Personal,2024-04-19
390,guadalupe_cabrera@universidad-sysac.edu.mx,Institucional,2024-10-27
390,guadalupecabrera402@yahoo.com,personal,2024-01-14
391,susanaromero@universidad-sysac.edu.mx,Institucional,2024-06-30
391,susana_romero@outlook.com,Personal,2024-03-15
392,hectorramos@universidad-sysac.edu.mx,Institucional,2024-10-05
392,hectorramos90@hotmail.com,Personal,2024-04-08
393,salvadorherrera@universidad-sysac.edu.mx,Institucional,2024-04-26
393,salvador.herrera@icloud.com,Personal,2024-06-02
394,andrea.diaz@universidad-sysac.edu.mx,Institucional,2024-03-12
395,adriana_perez@universidad-sysac.edu.mx,Institucional,2024-02-08
395,adriana_perez793@icloud.com,Personal,2024-08-25
396,sergiorios@universidad-sysac.edu.mx,Institucional,2024-01-31
396,sergiorios629@live.com.mx,Personal,2024-05-25
397,martin.soto@universidad-sysac.edu.mx,Institucional,2024-05-03
397,martinsoto81@gmail.com,Personal,2025-01-17
398,valentina_alvarez@universidad-sysac.edu.mx,Institucional,2024-01-27
398,valentinaalvarez589@outlook.com,Personal,2024-02-19
399,yolanda.bautista@universidad-sysac.edu.mx,Institucional,2024-02-02
399,yolandabautista83@yahoo.com.mx,Personal,2024-05-31
400,hector_figueroa@universidad-sysac.edu.mx,Institucional,2024-08-10
400,hectorfigueroa918@hotmail.com,Personal,2024-05-04
401,rafael_molina@universidad-sysac.edu.mx,Institucional,2024-06-08
401,rafael_molina243@hotmail.com,Personal,2024-10-12
402,jesus.rios@universidad-sysac.edu.mx,Institucional,2024-11-15
402,jesus_rios442@yahoo.com.mx,Personal,2024-08-21
403,kevinleon@universidad-sysac.edu.mx,Institucional,2024-12-25
403,kevin_leon877@outlook.com,Personal,2024-04-15
404,tomas.perez@universidad-sysac.edu.mx,Institucional,2024-10-09
405,ximenavazquez@universidad-sysac.edu.mx,Institucional,2024-05-21
405,ximena.vazquez@hotmail.com,Personal,2024-07-09
406,ignacio_guerrero@universidad-sysac.edu.mx,Institucional,2025-01-29
406,ignacio_guerrero@protonmail.com,Personal,2024-07-22
