SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
285,Eje 3 Norte 115 Int. 18,Roma Sur,Centro,Aguascalientes,91900,2024-06-13
286,Av. Juárez 199 Int. 13,Coyoacán,Venustiano Carranza,Ciudad de México,11450,2024-08-24
287,Av. Universidad 278,Irrigación,Álvaro Obregón,Ciudad de México,06020,2025-02-15
288,Av. Cuauhtémoc 915,Coapa,Centro,Puebla,65977,2024-10-18
289,Calle Leibniz 260 Int. 18,Pantitlán,Milpa Alta,Ciudad de México,15810,2024-11-12
290,Eje 5 Sur 891,Constitución de 1917,Chimalhuacán,Estado de México,54100,2025-02-08
291,Calle Leibniz 444 Int. 14,Tlacopac,Miguel Hidalgo,Ciudad de México,06100,2024-09-20
292,Av. Taxqueña 777 Int. 18,Agrícola Oriental,Benito Juárez,Ciudad de México,06000,2024-11-15
293,Calle Moneda 217 Int. 12,Portales,Toluca,Estado de México,54370,2024-08-25
294,Calle Leibniz 50,Tlalpan,Benito Juárez,Ciudad de México,06170,2024-09-15
295,Viaducto Miguel Alemán 383 Int. 16,Pedregal,Benito Juárez,Ciudad de México,14340,2025-02-13
296,Calz. de Tlalpan 715 Int. 10,Morelos,Venustiano Carranza,Ciudad de México,,2024-10-27
297,Calle Euler 309 Int. 15,Coyoacán,Cuajimalpa,Ciudad de México,14610,2024-12-15
298,Calz. de la Viga 423,Santa Catarina,Miguel Hidalgo,Ciudad de México,08050,2024-08-10
299,Calle Madero 892 Int. 3,Santa Catarina,Álvaro Obregón,Ciudad de México,07100,2025-03-01
300,Calz. Ermita Iztapalapa 978,Portales,Zinacantepec,Estado de México,50230,2024-12-08
301,Av. Universidad 831,Magdalena Contreras,Xochimilco,Ciudad de México,05040,2024-06-17
302,Eje Central 547,Granada,Metepec,Estado  de  México,53210,2025-03-01
303,Av. Tlalpan 930 Int. 11,Culhuacán,Iztapalapa,Ciudad de México,15030,2024-06-24
304,Av. Juárez 1,Roma Sur,Iztapalapa,Ciudad de México,15800,2024-07-29
305,Av. Canal de Miramontes 270,SAN JERÓNIMO,Centro,Guanajuato,59240,2024-11-05
306,Calle Tacuba 111 Int. 7,Irrigación,Centro ,Veracruz,76163,2024-10-05
307,Calz. Ignacio Zaragoza 661,Granada,Álvaro Obregón,Ciudad de México,02070,2024-08-10
308,Eje 3 Sur 924,Churubusco,Metepec,Estado de México,54243,2024-11-05
309,Av. Chapultepec 5 Int. 2,Juárez,Tlalpan,Ciudad de México,02050,2024-07-26
310,Calle Tacuba 250,Santa María la Ribera,Benito Juárez,Ciudad de México,12000,2024-08-07
311,Eje 7 Sur 550,Narvarte,Iztapalapa,Ciudad de México,11410,2024-06-10
312,Calle Isabel la Católica 349,Mixcoac,Huixquilucan,Estado de México,56317,2024-10-13
313,Av. Coyoacán 753 Int. 3,Xochimilco,Coyoacán,Ciudad de México,06840,2024-12-20
314,Calle Isabel la Católica 396,Tepito,Venustiano Carranza,Ciudad de México,09510,2024-12-09
315,Periférico Sur 558,Guerrero,Miguel Hidalgo,Ciudad de México,O1O2O,2024-12-31
316,Circuito Interior 241 Int. 12,Clavería,Ixtapaluca,Estado de México,56320,2025-02-24
317,Calle Moneda 941,Condesa,Coyoacán,Ciudad de México,11100,2024-12-12
318,Calle Euler 287,Juárez,Toluca,Estado de México,50020,2024-09-27
319,Calz. de la Viga 645,General Anaya,Milpa Alta,Ciudad de México,06600,2024-12-07
320,Eje 3 Sur 41,Cuauhtémoc,Xochimilco,Ciudad de México,06350,2025-02-05
321,Eje 4 Sur 458,Culhuacán,Coyoacán,Ciudad de México,11540,2025-01-08
322,Viaducto Miguel Alemán 710 Int. 12,Lomas de Chapultepec,Tlalpan,Ciudad de México,07100,2024-10-28
323,Calle Pino Suárez 981,Narvarte,Naucalpan,Estado de México,56317,2024-07-13
324,Calz. de la Viga 526 Int. 12,Pantitlán,Cuauhtémoc,Ciudad de México,11540,2024-07-26
325,Calz. Ermita Iztapalapa 258 Int. 20,Roma Norte,Iztacalco,Ciudad de México,15100,2024-10-28
326,Eje 3 Norte 239,Aragón,COYOACÁN,Ciudad de México,07100,2024-08-25
327,Av. Universidad 619,Lomas de Chapultepec,Centro,Puebla,95229,2024-11-02
328,Calle Donceles 51,Jardines del Pedregal,Milpa Alta,Ciudad de México,14738,2025-01-10
329,Calle Moneda 32,Obrera,Coyoacán,Ciudad de México,14240,2024-11-14
330,Calz. Ignacio Zaragoza 593,Lomas de Chapultepec,Zinacantepec,Estado de México,52240,2024-10-13
331,Av. Cuauhtémoc 240,Juárez,Benito Juárez,Ciudad de México,13050,2024-06-22
332,Eje 6 Sur 550 Int. 2,Del Valle,Benito Juárez,Ciudad de México,15390,2024-11-02
333,Calle Pitágoras 712,Tláhuac,Zinacantepec,Estado de México,56358,2025-01-01
334,Eje 4 Sur 796,San Jerónimo,Coyoacán,Ciudad de México,14720,2024-09-19
335,Calle Correo Mayor 840,Mixcoac,Benito Juárez,Ciudad de México,08300,2024-12-12
336,Viaducto Miguel Alemán 316 Int. 19,Roma Sur,Xochimilco,Ciudad de México,03010,2024-08-25
337,Circuito Interior 168,Hipódromo,Benito Juárez,Ciudad de México,10300,2025-02-24
338,Av. Hidalgo 198 Int. 17,Clavería,Chimalhuacán,Estado de México,55367,2024-12-31
339,Viaducto Miguel Alemán 381,Santa María la Ribera,Tlalpan,Ciudad de México,09900,2025-01-27
340,Eje 2 Poniente 979,Aragón,Iztapalapa,Ciudad de México,13080,2024-12-23
341,Eje 3 Sur 226,Polanco,Cuajimalpa,Ciudad de México,08500,2025-01-15
342,Eje 1 Poniente 118,Tepito,Tlalpan,Ciudad de México,14210,2025-02-21
343,Eje 2 Norte 721 Int. 12,Constitución de 1917,Nezahualcóyotl,Estado de México,55059,2024-12-17
344,Av. Hidalgo 513,Moctezuma,Magdalena Contreras,Ciudad de México,05040,2024-06-04
345,Eje Central 798,Del Valle,Tlalpan,Ciudad de México,04030,2024-08-10
346,Calle Uruguay 269 Int. 12,Peralvillo,Tlalpan,Ciudad de México,001040,2024-12-28
347,Av. Canal de Miramontes 848,Florida,Centro,Morelos,50636,2024-11-24
348,Calz. Ignacio Zaragoza 232 Int. 5,Santa María la Ribera,Coyoacán,Ciudad de México,10100,2024-07-16
349,Circuito Interior 384,Roma Norte,Magdalena Contreras,Ciudad de México,15500,2024-09-22
350,Eje 1 Poniente 604,Coapa,Venustiano Carranza,Ciudad de México,14710,2024-08-07
351,Calz. de Tlalpan 128 Int. 14,Peralvillo,Xochimilco,Ciudad de México,08800,2025-01-24
352,Av. Canal de Miramontes 3 Int. 1,Granada,Cuauhtémoc,Ciudad de México,09520,2024-08-10
353,Calle 16 de Septiembre 173 Int. 2,Verónica Anzures,Toluca,Estado de México,52195,2024-09-17
354,Av. Cuauhtémoc 432,Anzures,Venustiano Carranza,Ciudad de México,11580,2025-01-19
355,Eje 2 Norte 940 Int. 4,Morelos,Magdalena Contreras,Ciudad de México,06820,2024-08-08
356,Calle República de Cuba 140,Irrigación,Benito Juárez,Ciudad  de  México,0625,2024-07-01
357,Av. Revolución 683,Escandón,Gustavo A. Madero,Ciudad de México,09830,2024-07-30
358,Calle Pino Suárez 704 Int. 15,Tepito,Milpa Alta,Ciudad de México,06170,2024-12-26
359,Eje Central 363,Moctezuma,Azcapotzalco,Ciudad de México,15440,2024-11-08
360,Calle Madero 245,Tláhuac,Coyoacán,Ciudad de México,02020,2024-11-10
361,Av. División del Norte 656 Int. 12,Xochimilco,Magdalena Contreras,Ciudad de México,14418,2024-12-24
362,Calz. Ermita Iztapalapa 335,Portales,Tláhuac,Ciudad de México,07100,2024-12-16
363,Calle Leibniz 457,Lindavista,Naucalpan,Estado de México,56340,2024-06-12
364,Av. Cuauhtémoc 524 Int. 9,Guerrero,Tultitlán,Estado de México,55076,2024-12-11
365,Eje Central 521 Int. 11,Tlalpan,Ixtapaluca,Estado de México,52250,2025-01-24
366,Av. Juárez 914 Int. 13,Roma Sur,VENUSTIANO CARRANZA,Ciudad de México,11570,2025-03-01
367,Calle Bolívar 311,Agrícola Oriental,Huixquilucan,Estado de México,53240,2024-06-30
368,Av. Insurgentes 598,Agrícola Oriental,Coyoacán,Ciudad de México,16034,2024-10-24
369,Calle Uruguay 388,Iztapalapa,Gustavo A. Madero,Ciudad de México,09260,2025-02-25
370,Av. Aztecas 916,Churubusco,Zinacantepec,Estado de México,55417,2024-07-04
371,Calle Euler 788,Del Carmen,Tláhuac,Ciudad de México,15600,2024-10-11
372,Periférico Norte 830,San Jerónimo, Centro,Morelos,98039,2024-06-21
373,Calz. de la Viga 860,Peralvillo,Iztacalco,Ciudad de México,13360,2024-06-22
374,Calle Pino Suárez 991 Int. 9,Jardines del Pedregal,Iztacalco,Ciudad de México,06010,2024-10-17
375,Calle 5 de Mayo 51,Centro,Zinacantepec,Estado de México,53100,2024-08-19
376,Av. Juárez 986 Int. 5,Anzures,Azcapotzalco,Ciudad de México,13070,2024-09-01
377,Av. Tlalpan 930,Cuauhtémoc,Coacalco,Estado de México,54060,2025-01-05
378,Viaducto Miguel Alemán 305,Tláhuac,Xochimilco,Ciudad de México,06140,2025-02-14
379,Eje 4 Sur 670 Int. 18,Peralvillo,Cuajimalpa,Ciudad de México,06840,2024-12-03
380,Calz. de Tlalpan 572 Int. 17,Milpa Alta,Tláhuac,Ciudad de México,07900,2024-07-30
381,Eje 3 Norte 538 Int. 20,Del Carmen,Cuautitlán Izcalli,Estado de México,52282,2025-01-22
382,Av. Juárez 825 Int. 9,Clavería,Coacalco,Estado de México,54400,2024-11-01
383,Av. Tláhuac 482 Int. 11,Del Carmen,Álvaro Obregón,Ciudad de México,15320,2024-09-24
384,Eje 6 Sur 963,Tláhuac ,Ixtapaluca,Estado de México,56297,2025-02-23
385,Calle Bolívar 405,Tlalpan,Benito Juárez,Ciudad de México,09870,2024-09-26
386,Eje 3 Norte 2,Magdalena Contreras,Centro,San Luis Potosí,49956,2024-11-15
387,Av. Insurgentes 530,Tlacopac,Magdalena Contreras,Ciudad de México,09440,2024-08-15
388,Calle 16 de Septiembre 595,Industrial Vallejo,MAGDALENA CONTRERAS,Ciudad de México,09500,2024-09-27
389,Av. Tláhuac 114,Cuauhtémoc,Miguel Hidalgo,Ciudad de México,14620,2024-07-24
390,Calle Leibniz 509,Coyoacan,Nezahualcóyotl,Estado de México,54040,2024-10-29
391,Calle Pino Suárez 20 Int. 3,Cuauhtémoc,Iztapalapa,Ciudad de México,14269,2024-08-19
392,Calle Leibniz 217 Int. 7,Agrícola Oriental,Centro,Morelos,99229,2024-11-01
393,Eje 2 Poniente 937 Int. 18,Industrial Vallejo,Azcapotzalco,Ciudad de México,01040,2025-02-07
394,Eje 7 Sur 867,Florida,Texcoco,Estado de México,54190,2025-02-07
395,Eje 2 Poniente 348,Roma Norte,Cuauhtémoc,Ciudad de México,13300,2024-12-07
396,Calle Madero 643,Santa Úrsula,Miguel Hidalgo,Ciudad de México,09080,2025-02-02
397,Calle Leibniz 999 Int. 13,Obrera,Miguel Hidalgo,ciudad de méxico,14650,2024-09-23
398,Calle Isabel la Católica 773,Tabacalera,Xochimilco,Ciudad de México,08300,2024-06-07
399,Av. Coyoacán 250 Int. 1, Ajusco,Tlalpan,ciudad de méxico,06400,2024-10-08
400,Eje 8 Sur 223, Coyoacán,Cuajimalpa,Ciudad de México,06800,2025-01-29
401,Av. Universidad 435,San Rafael,Coyoacán,Ciudad de México,09870,2024-09-03
402,Eje 2 Norte 867,Iztapalapa,Iztapalapa,Ciudad de México,12100,2025-01-18
403,Calle Madero 270,San Jerónimo,Naucalpan,Estado de México,55220,2024-06-20
404,Calle Bolívar 426,San Lorenzo Tezonco,Cuauhtémoc,Ciudad de México,14000,2024-11-01
405,Calle Correo Mayor 435 Int. 19,General Anaya,Coyoacán,Ciudad de México,10500,2025-01-01
406,Av. Reforma 927 Int. 17,Coyoacán,Centro,Durango,27294,2025-01-23
407,Eje 4 Sur 184 Int. 3,Narvarte,Benito Juárez,Ciudad de México,12100,2024-08-01
408,Eje 3 Norte 409,Lomas de Chapultepec ,Gustavo A. Madero,Ciudad de México,11520,2024-07-19
409,Calle Uruguay 69,Constitución de 1917,Iztapalapa,Ciudad de México,11620,2024-09-14
410,Calle República de Cuba 670,Country Club,Naucalpan,Estado de México,50210,2024-07-13
411,Av. Reforma 515,Milpa Alta,Benito Juárez,Ciudad de México,11440,2024-08-03
412,Eje 7 Sur 73,Narvarte,Cuauhtémoc,Ciudad de México,15300,2025-02-08
413,Calle 16 de Septiembre 87,Tepito,Cuajimalpa,Ciudad de México,07600,2024-09-21
414,Av. Aztecas 612 Int. 9,Tláhuac,Toluca,Estado de México,55347,2024-12-11
415,Eje 5 Sur 704,Morelos,Coyoacán,Ciudad de México,1080,2024-08-14
416,Av. Juárez 659,Country Club,Benito Juárez,Ciudad de Mexico,15800,2024-10-05
417,Periférico Sur 143 Int. 13,SAN ÁNGEL,Benito Juárez,Ciudad de México,11630,2024-12-02
418,Calle Madero 404 Int. 9,Granada,Cuauhtémoc,Ciudad de México,09630,2024-12-30
419,Calle Euler 612,Clavería,Centro,Oaxaca,35521,2024-12-31
420,Eje 5 Sur 946 Int. 19,Industrial Vallejo,Toluca,Estado de México,53200,2024-12-24
421,Calle Pino Suárez 235 Int. 12,Santa  Úrsula,Centro,Aguascalientes,25153,2024-06-02
422,Viaducto Miguel Alemán 137 Int. 20,Santa María la Ribera,Tlalpan,Ciudad de México,14630,2024-07-09
423,Av. Reforma 905, San Rafael,Venustiano Carranza,Ciudad de México,06860,2025-01-27
424,Av. Tlalpan 100,Condesa,Magdalena Contreras,Ciudad de México,15410,2024-06-11
425,Eje 7 Sur 475,Tlacopac,Benito Juárez,Ciudad de México,13020,2024-12-22
426,Eje 7 Sur 833,San Rafael,Azcapotzalco,Ciudad de México,07000,2024-09-19
427,Calle 5 de Mayo 814,Xochimilco,Magdalena Contreras,Ciudad de México,14330,2024-09-04
428,Calz. de la Viga 173,Guerrero,Iztacalco,Ciudad de México,15860,2025-01-25
429,Eje 2 Poniente 315,Aragon,Tláhuac,Ciudad de México,09080,2025-01-29
430,Eje 1 Poniente 246,Tepito,Zinacantepec,Estado de México,53370,2024-10-22
431,Eje 4 Sur 886 Int. 4,Juárez,Chimalhuacán,Estado de México,55418,2024-08-26
432,Calle Tacuba 955 Int. 7,Roma Sur,Álvaro Obregón,Ciudad de México,11630,2024-11-16
433,Circuito Interior 510,Clavería,Azcapotzalco,Ciudad de México ,09430,2025-01-31
434,Calle Moneda 694,Tlalpan,Cuajimalpa,Ciudad de México,12000,2024-09-17
435,Calle Tacuba 132 Int. 17,Anzures ,Chimalhuacán,Estado de México,50100,2024-10-19
436,Av. Revolución 972 Int. 1,Escandón,Ecatepec,Estado de México,54310,2025-02-03
437,Calle Isabel la Católica 212 Int. 11,Doctores,Cuauhtémoc,Ciudad de México,11200,2024-08-14
438,Av. Cuauhtémoc 771,Iztapalapa,Cuajimalpa,Ciudad de México,15490,2024-09-25
439,Eje 4 Sur 753 Int. 9,Juárez,Tlalpan,Ciudad de México,06840,2024-09-19
440,Calle Correo Mayor 916 Int. 3,Pantitlán,Cuauhtémoc,CIUDAD DE MÉXICO,11850,2025-01-07
441,Eje 1 Poniente 926,Florida,Centro,Baja California,87178,2024-10-28
442,Calz. Ermita Iztapalapa 109 Int. 6,San Ángel,Ixtapaluca,Estado  de  México,55080,2024-08-07
443,Av. Taxqueña 246,Clavería,Milpa Alta,ciudad de méxico,11820,2025-02-21
444,Calle Pitágoras 292 Int. 13,Culhuacán,Metepec,Estado de México,55438,2024-06-29
445,Av. Hidalgo 111 Int. 20,Agrícola Oriental,Cuajimalpa,Ciudad de México,02000,2024-06-07
446,Av. Aztecas 841,Coapa,Tláhuac,Ciudad de México,07800,2024-11-25
447,Calz. Ignacio Zaragoza 717,Tacubaya,Cuajimalpa,Ciudad de México,14370,2024-06-23
448,Calle Leibniz 632,Cuauhtémoc,Gustavo A. Madero,Ciudad de México,16100,2024-07-31
449,Calle Tacuba 142,Tlacopac,Benito Juárez,Ciudad de México,11550,2024-08-24
450,Eje 1 Norte 905 Int. 11,Guerrero,Gustavo A. Madero,Ciudad de México,07600,2024-09-24
451,Av. Coyoacán 111,Country Club,Azcapotzalco,Ciudad de México ,05100,2024-12-22
452,Av. Coyoacán 452 Int. 8,Hipódromo,Tlalpan,Ciudad de México,06760,2024-10-07
453,Calz. Ermita Iztapalapa 567,General Anaya,Tláhuac,Ciudad de México,09450,2024-12-24
454,Av. Tláhuac 435,Magdalena Contreras,Xochimilco,Ciudad de México,1153O,2025-02-11
455,Eje 3 Sur 469,Santa María la Ribera,Atizapán de Zaragoza,Estado de México,56196,2024-11-05
456,Calle Moneda 802,Tlalpan,Zinacantepec,Estado de México,53150,2024-09-07
457,Eje 6 Sur 255,Portales,Magdalena Contreras,Ciudad de México,13310,2024-11-24
458,Av. Universidad 945,Florida,Iztacalco,Ciudad de México,15830,2025-01-26
459,Av. Tláhuac 681 Int. 10,Tlacopac,Centro,Chihuahua,75093,2024-08-26
460,Av. Hidalgo 485,Anzures,Miguel Hidalgo,Ciudad  de  México,14610,2024-12-07
461,Eje 3 Sur 114 Int. 12,Industrial Vallejo,Benito Juárez,Ciudad de México,14260,2024-06-27
462,Eje 3 Norte 779 Int. 13,Pantitlán,Xochimilco,Ciudad de México,03100,2024-06-14
463,Eje 2 Norte 424,Tacubaya,Gustavo A. Madero,Ciudad de México,15530,2025-02-25
464,Calle 16 de Septiembre 490,General Anaya,Texcoco,Estado de México,55324,2024-11-10
465,Av. Taxqueña 675 Int. 15,Hipódromo,Iztapalapa,Ciudad de México,15400,2024-07-03
466,Eje 3 Norte 974,Aragón, Coyoacán,Ciudad de México,15880,2024-11-02
467,Av. Taxqueña 733 Int. 18,Hipódromo,Coyoacán,Ciudad de México,011620,2024-12-13
468,Calle 5 de Mayo 145,Tláhuac,Tlalnepantla,Estado de México,55108,2025-02-03
469,Eje 2 Norte 909,Pedregal,Benito Juárez,Ciudad de México,06840,2024-12-04
470,Calle Uruguay 671,Xochimilco,Cuauhtémoc,Ciudad de México,09080,2024-08-30
471,Eje 5 Sur 822,Guerrero,Xochimilco,Ciudad de México,07030,2025-01-25
472,Av. Universidad 529 Int. 19,Santa María la Ribera,Coyoacán,Ciudad de México,13310,2024-11-21
473,Eje Central 836 Int. 16,Pedregal,Coyoacán,Ciudad de México,09040,2025-02-10
474,Calle República de Cuba 127,Escandón,Iztacalco,Ciudad de México,15330,2024-07-04
475,Calle 5 de Mayo 707 Int. 2,Tlalpan,Milpa Alta,Ciudad de México,006400,2024-09-06
476,Calle Donceles 866 Int. 14, Doctores,Centro,Baja California Sur,74000,2025-01-29
477,Av. Canal de Miramontes 412 Int. 17,Buenos Aires,Tláhuac,Ciudad de México,09089,2024-07-13
478,Av. Tláhuac 62,Santa Úrsula,Magdalena Contreras,Ciudad de México,14330,2024-12-01
479,Av. División del Norte 763,Roma Norte,Naucalpan,Estado de México,52100,2024-08-28
480,Av. Taxqueña 892,Florida,Milpa Alta,Ciudad de México ,11020,2024-10-23
481,Av. División del Norte 929 Int. 3,Constitución de 1917,Centro,San Luis Potosí,37472,2024-09-03
482,Eje 6 Sur 195,Tepito,Iztapalapa,Ciudad de México,16035,2024-11-21
483,Calle Isabel la Católica 648,Tabacalera,Zinacantepec,Estado de México,52140,2025-01-23
484,Viaducto Miguel Alemán 564,Pantitlán,Centro,Chihuahua,34873,2024-11-18
485,Av. Coyoacán 795,San Lorenzo Tezonco,Iztacalco,Ciudad de Mexico,09260,2024-10-06
486,Calle Uruguay 544 Int. 2,Narvarte,Azcapotzalco,Ciudad de México,12250,2024-12-20
487,Av. Insurgentes 127,Hipódromo,Iztapalapa,Ciudad  de  México,07300,2024-07-13
488,Eje 1 Poniente 578,Country Club,Xochimilco,Ciudad de México,13360,2024-12-17
489,Av. Universidad 198,Aragón,Chimalhuacán,Estado de México,52000,2024-06-28
490,Circuito Interior 368,Azcapotzalco,Magdalena Contreras,Ciudad de México,09240,2024-11-29
491,Av. Coyoacán 119,Anzures,Tlalpan,Ciudad de México,09450,2024-08-14
492,Periférico Norte 227,Lindavista,Miguel Hidalgo,Ciudad de México,15390,2025-01-21
493,Calle Pino Suárez 532,Xochimilco,Iztapalapa,Ciudad de México,14000,2024-12-28
494,Av. Tláhuac 130 Int. 18,Tláhuac,Texcoco,Estado de México,50150,2024-07-31
495,Calz. de Tlalpan 699,Tabacalera,Cuauhtémoc,Ciudad de México,04100,2024-07-01
496,Calle Pino Suárez 40 Int. 8,Culhuacán,Xochimilco,Ciudad de México,14240,2024-10-09
497,Calle 5 de Mayo 685,Jardines del Pedregal,Cuautitlán Izcalli,Estado de México,55244,2024-06-27
498,Circuito Interior 963 Int. 3,Tlalpan,Tlalpan,Ciudad de México,07200,2024-08-05
499,Eje 1 Norte 592,Anzures,Metepec,Estado de México,55330,2024-12-01
500,Calz. Ignacio Zaragoza 264 Int. 12,Country Club,Cuajimalpa,Ciudad de México,09840,2024-12-03
501,Calle Bolívar 256,Balbuena,Iztapalapa,Ciudad de México,09420,2025-01-04
502,Calle Moneda 59,Pantitlán,Milpa Alta,Ciudad de México,09856,2024-08-07
503,Calz. de Tlalpan 480 Int. 7,Anzures,La Paz,Estado de México ,54200,2024-07-27
504,Av. Coyoacán 160,Mixcoac,Cuauhtémoc,Ciudad de México,07050,2024-07-13
505,Eje 2 Norte 714 Int. 2,Hipódromo,Milpa Alta, Ciudad de México,14310,2024-11-12
506,Calle Madero 986,Anzures,Coacalco,Estado de México,55070,2024-11-30
507,Eje 8 Sur 990 Int. 18,Buenos Aires,Miguel Hidalgo,Ciudad de México,11590,2025-02-13
508,Av. Coyoacán 842,Culhuacán,Cuajimalpa,Ciudad de México,16040,2025-02-24
509,Periférico Sur 595,Santa María la Ribera,Tultitlán,Estado de México,56334,2024-12-05
510,Calz. Ignacio Zaragoza 153,Guerrero,Toluca,Estado de México,55418,2024-09-21
511,Calle Donceles 813,Condesa,Atizapán de Zaragoza,Estado de México,54110,2024-06-13
512,Av. Tláhuac 83,Guerrero,Xochimilco,Ciudad de México,09710,2024-12-15
513,Eje 3 Sur 283 Int. 19,Tlacopac,Benito Juárez,Ciudad de México,11700,2024-06-17
514,Calz. Ermita Iztapalapa 895,Obrera,Miguel Hidalgo,Ciudad de México,14040,2024-11-29
515,Av. Taxqueña 283,Balbuena,Gustavo A. Madero,Ciudad de México,06250,2024-12-17
516,Calz. Ermita Iztapalapa 851 Int. 18,Florida,Nezahualcóyotl,Estado de México,56170,2024-12-23
517,Calle Pitágoras 548 Int. 3, Moctezuma,Ecatepec,Estado de México,55436,2024-06-29
518,Circuito Interior 788 Int. 1,San Jerónimo,Tláhuac,Ciudad de México,16090,2024-07-25
519,Av. Taxqueña 212 Int. 14,Balbuena,Coacalco,Estado de México,55380,2025-01-25
520,Av. Hidalgo 352,San Ángel,Venustiano Carranza ,Ciudad de México,15100,2024-12-20
521,Calle Pitágoras 345,Narvarte,Cuauhtémoc,Ciudad de México,14735,2025-02-23
522,Av. Hidalgo 104 Int. 4,Condesa,Tlalpan,Ciudad de México,14310,2025-02-02
523,Eje Central 646,Peralvillo,Huixquilucan,Estado de México,55288,2025-02-02
524,Av. Taxqueña 624,San Jerónimo,Álvaro Obregón,Ciudad de México,11020,2024-12-20
525,Av. Coyoacán 671 Int. 20,San Lorenzo Tezonco,Álvaro Obregón,Ciudad de México,13100,2024-08-11
526,Eje 4 Sur 994 Int. 17,Pantitlán,Metepec,Estado de México,56316,2024-07-19
